"Time (CET)","Day-ahead Total Load Forecast [MW] - Ireland (IE)","Actual Total Load [MW] - Ireland (IE)"
"09.01.2019 22:00 - 09.01.2019 22:30","4389","4005"
"09.01.2019 22:30 - 09.01.2019 23:00","4258","3821"
"09.01.2019 23:00 - 09.01.2019 23:30","4051","3626"
"09.01.2019 23:30 - 10.01.2019 00:00","3883","3433"
"10.01.2019 00:00 - 10.01.2019 00:30","3796","3333"
"10.01.2019 00:30 - 10.01.2019 01:00","3764","3277"
"10.01.2019 01:00 - 10.01.2019 01:30","3573","3127"
"10.01.2019 01:30 - 10.01.2019 02:00","3422","3017"
"10.01.2019 02:00 - 10.01.2019 02:30","3284","2890"
"10.01.2019 02:30 - 10.01.2019 03:00","3169","2793"
"10.01.2019 03:00 - 10.01.2019 03:30","3074","2723"
"10.01.2019 03:30 - 10.01.2019 04:00","2996","2671"
"10.01.2019 04:00 - 10.01.2019 04:30","2929","2628"
"10.01.2019 04:30 - 10.01.2019 05:00","2905","2607"
"10.01.2019 05:00 - 10.01.2019 05:30","2898","2612"
"10.01.2019 05:30 - 10.01.2019 06:00","2868","2602"
"10.01.2019 06:00 - 10.01.2019 06:30","2876","2612"
"10.01.2019 06:30 - 10.01.2019 07:00","2897","2661"
"10.01.2019 07:00 - 10.01.2019 07:30","2989","2804"
"10.01.2019 07:30 - 10.01.2019 08:00","3164","3001"
"10.01.2019 08:00 - 10.01.2019 08:30","3445","3280"
"10.01.2019 08:30 - 10.01.2019 09:00","3825","3644"
"10.01.2019 09:00 - 10.01.2019 09:30","4101","3828"
"10.01.2019 09:30 - 10.01.2019 10:00","4114","3886"
"10.01.2019 10:00 - 10.01.2019 10:30","4115","3880"
"10.01.2019 10:30 - 10.01.2019 11:00","4251","3952"
"10.01.2019 11:00 - 10.01.2019 11:30","4298","3959"
"10.01.2019 11:30 - 10.01.2019 12:00","4289","3950"
"10.01.2019 12:00 - 10.01.2019 12:30","4310","3958"
"10.01.2019 12:30 - 10.01.2019 13:00","4304","3959"
"10.01.2019 13:00 - 10.01.2019 13:30","4280","3958"
"10.01.2019 13:30 - 10.01.2019 14:00","4265","3981"
"10.01.2019 14:00 - 10.01.2019 14:30","4280","3976"
"10.01.2019 14:30 - 10.01.2019 15:00","4214","3899"
"10.01.2019 15:00 - 10.01.2019 15:30","4205","3897"
"10.01.2019 15:30 - 10.01.2019 16:00","4225","3899"
"10.01.2019 16:00 - 10.01.2019 16:30","4263","3916"
"10.01.2019 16:30 - 10.01.2019 17:00","4313","3959"
"10.01.2019 17:00 - 10.01.2019 17:30","4415","4024"
"10.01.2019 17:30 - 10.01.2019 18:00","4626","4183"
"10.01.2019 18:00 - 10.01.2019 18:30","4907","4431"
"10.01.2019 18:30 - 10.01.2019 19:00","5004","4578"
"10.01.2019 19:00 - 10.01.2019 19:30","5026","4581"
"10.01.2019 19:30 - 10.01.2019 20:00","4961","4506"
"10.01.2019 20:00 - 10.01.2019 20:30","4871","4409"
"10.01.2019 20:30 - 10.01.2019 21:00","4783","4307"
"10.01.2019 21:00 - 10.01.2019 21:30","4671","4203"
"10.01.2019 21:30 - 10.01.2019 22:00","4566","4097"
"10.01.2019 22:00 - 10.01.2019 22:30","4443","3960"
"10.01.2019 22:30 - 10.01.2019 23:00","4289","3787"
"10.01.2019 23:00 - 10.01.2019 23:30","4094","3578"
"10.01.2019 23:30 - 11.01.2019 00:00","3900","3425"
"11.01.2019 00:00 - 11.01.2019 00:30","3814","3328"
"11.01.2019 00:30 - 11.01.2019 01:00","3800","3270"
"11.01.2019 01:00 - 11.01.2019 01:30","3587","3121"
"11.01.2019 01:30 - 11.01.2019 02:00","3446","3013"
"11.01.2019 02:00 - 11.01.2019 02:30","3321","2884"
"11.01.2019 02:30 - 11.01.2019 03:00","3207","2786"
"11.01.2019 03:00 - 11.01.2019 03:30","3118","2720"
"11.01.2019 03:30 - 11.01.2019 04:00","3055","2670"
"11.01.2019 04:00 - 11.01.2019 04:30","3013","2626"
"11.01.2019 04:30 - 11.01.2019 05:00","2940","2614"
"11.01.2019 05:00 - 11.01.2019 05:30","2911","2607"
"11.01.2019 05:30 - 11.01.2019 06:00","2892","2598"
"11.01.2019 06:00 - 11.01.2019 06:30","2896","2607"
"11.01.2019 06:30 - 11.01.2019 07:00","2932","2661"
"11.01.2019 07:00 - 11.01.2019 07:30","3032","2773"
"11.01.2019 07:30 - 11.01.2019 08:00","3205","2988"
"11.01.2019 08:00 - 11.01.2019 08:30","3484","3286"
"11.01.2019 08:30 - 11.01.2019 09:00","3865","3628"
"11.01.2019 09:00 - 11.01.2019 09:30","4139","3840"
"11.01.2019 09:30 - 11.01.2019 10:00","4167","3882"
"11.01.2019 10:00 - 11.01.2019 10:30","4177","3879"
"11.01.2019 10:30 - 11.01.2019 11:00","4300","3938"
"11.01.2019 11:00 - 11.01.2019 11:30","4313","3935"
"11.01.2019 11:30 - 11.01.2019 12:00","4316","3941"
"11.01.2019 12:00 - 11.01.2019 12:30","4336","3931"
"11.01.2019 12:30 - 11.01.2019 13:00","4373","3952"
"11.01.2019 13:00 - 11.01.2019 13:30","4355","3935"
"11.01.2019 13:30 - 11.01.2019 14:00","4368","3942"
"11.01.2019 14:00 - 11.01.2019 14:30","4370","3921"
"11.01.2019 14:30 - 11.01.2019 15:00","4304","3861"
"11.01.2019 15:00 - 11.01.2019 15:30","4292","3846"
"11.01.2019 15:30 - 11.01.2019 16:00","4289","3876"
"11.01.2019 16:00 - 11.01.2019 16:30","4296","3866"
"11.01.2019 16:30 - 11.01.2019 17:00","4326","3924"
"11.01.2019 17:00 - 11.01.2019 17:30","4368","3936"
"11.01.2019 17:30 - 11.01.2019 18:00","4523","4051"
"11.01.2019 18:00 - 11.01.2019 18:30","4766","4302"
"11.01.2019 18:30 - 11.01.2019 19:00","4939","4482"
"11.01.2019 19:00 - 11.01.2019 19:30","4957","4434"
"11.01.2019 19:30 - 11.01.2019 20:00","4859","4379"
"11.01.2019 20:00 - 11.01.2019 20:30","4761","4264"
"11.01.2019 20:30 - 11.01.2019 21:00","4670","4178"
"11.01.2019 21:00 - 11.01.2019 21:30","4526","4065"
"11.01.2019 21:30 - 11.01.2019 22:00","4420","3944"
"11.01.2019 22:00 - 11.01.2019 22:30","4339","3814"
"11.01.2019 22:30 - 11.01.2019 23:00","4158","3684"
"11.01.2019 23:00 - 11.01.2019 23:30","3975","3563"
"11.01.2019 23:30 - 12.01.2019 00:00","3855","3387"
"12.01.2019 00:00 - 12.01.2019 00:30","3797","3341"
"12.01.2019 00:30 - 12.01.2019 01:00","3835","3314"
"12.01.2019 01:00 - 12.01.2019 01:30","3648","3177"
"12.01.2019 01:30 - 12.01.2019 02:00","3513","3082"
"12.01.2019 02:00 - 12.01.2019 02:30","3346","2961"
"12.01.2019 02:30 - 12.01.2019 03:00","3214","2852"
"12.01.2019 03:00 - 12.01.2019 03:30","3104","2759"
"12.01.2019 03:30 - 12.01.2019 04:00","3023","2686"
"12.01.2019 04:00 - 12.01.2019 04:30","2918","2624"
"12.01.2019 04:30 - 12.01.2019 05:00","2878","2625"
"12.01.2019 05:00 - 12.01.2019 05:30","2850","2594"
"12.01.2019 05:30 - 12.01.2019 06:00","2825","2574"
"12.01.2019 06:00 - 12.01.2019 06:30","2809","2602"
"12.01.2019 06:30 - 12.01.2019 07:00","2801","2569"
"12.01.2019 07:00 - 12.01.2019 07:30","2825","2642"
"12.01.2019 07:30 - 12.01.2019 08:00","2879","2736"
"12.01.2019 08:00 - 12.01.2019 08:30","2960","2801"
"12.01.2019 08:30 - 12.01.2019 09:00","3060","2922"
"12.01.2019 09:00 - 12.01.2019 09:30","3155","3044"
"12.01.2019 09:30 - 12.01.2019 10:00","3221","3155"
"12.01.2019 10:00 - 12.01.2019 10:30","3411","3316"
"12.01.2019 10:30 - 12.01.2019 11:00","3582","3445"
"12.01.2019 11:00 - 12.01.2019 11:30","3751","3560"
"12.01.2019 11:30 - 12.01.2019 12:00","3841","3634"
"12.01.2019 12:00 - 12.01.2019 12:30","3902","3698"
"12.01.2019 12:30 - 12.01.2019 13:00","3948","3725"
"12.01.2019 13:00 - 12.01.2019 13:30","4001","3732"
"12.01.2019 13:30 - 12.01.2019 14:00","4023","3781"
"12.01.2019 14:00 - 12.01.2019 14:30","4024","3754"
"12.01.2019 14:30 - 12.01.2019 15:00","3993","3708"
"12.01.2019 15:00 - 12.01.2019 15:30","3916","3667"
"12.01.2019 15:30 - 12.01.2019 16:00","3899","3618"
"12.01.2019 16:00 - 12.01.2019 16:30","3891","3593"
"12.01.2019 16:30 - 12.01.2019 17:00","3904","3603"
"12.01.2019 17:00 - 12.01.2019 17:30","3952","3644"
"12.01.2019 17:30 - 12.01.2019 18:00","4137","3787"
"12.01.2019 18:00 - 12.01.2019 18:30","4420","4049"
"12.01.2019 18:30 - 12.01.2019 19:00","4590","4200"
"12.01.2019 19:00 - 12.01.2019 19:30","4580","4196"
"12.01.2019 19:30 - 12.01.2019 20:00","4538","4119"
"12.01.2019 20:00 - 12.01.2019 20:30","4445","4002"
"12.01.2019 20:30 - 12.01.2019 21:00","4327","3863"
"12.01.2019 21:00 - 12.01.2019 21:30","4174","3789"
"12.01.2019 21:30 - 12.01.2019 22:00","4097","3717"
"12.01.2019 22:00 - 12.01.2019 22:30","3962","3607"
"12.01.2019 22:30 - 12.01.2019 23:00","3828","3482"
"12.01.2019 23:00 - 12.01.2019 23:30","3716","3369"
"12.01.2019 23:30 - 13.01.2019 00:00","3622","3273"
"13.01.2019 00:00 - 13.01.2019 00:30","3619","3239"
"13.01.2019 00:30 - 13.01.2019 01:00","3660","3235"
"13.01.2019 01:00 - 13.01.2019 01:30","3517","3132"
"13.01.2019 01:30 - 13.01.2019 02:00","3389","3021"
"13.01.2019 02:00 - 13.01.2019 02:30","3244","2883"
"13.01.2019 02:30 - 13.01.2019 03:00","3117","2803"
"13.01.2019 03:00 - 13.01.2019 03:30","3013","2695"
"13.01.2019 03:30 - 13.01.2019 04:00","2922","2598"
"13.01.2019 04:00 - 13.01.2019 04:30","2838","2557"
"13.01.2019 04:30 - 13.01.2019 05:00","2797","2524"
"13.01.2019 05:00 - 13.01.2019 05:30","2772","2510"
"13.01.2019 05:30 - 13.01.2019 06:00","2726","2509"
"13.01.2019 06:00 - 13.01.2019 06:30","2710","2487"
"13.01.2019 06:30 - 13.01.2019 07:00","2703","2485"
"13.01.2019 07:00 - 13.01.2019 07:30","2692","2511"
"13.01.2019 07:30 - 13.01.2019 08:00","2721","2543"
"13.01.2019 08:00 - 13.01.2019 08:30","2751","2589"
"13.01.2019 08:30 - 13.01.2019 09:00","2792","2672"
"13.01.2019 09:00 - 13.01.2019 09:30","2833","2742"
"13.01.2019 09:30 - 13.01.2019 10:00","2845","2769"
"13.01.2019 10:00 - 13.01.2019 10:30","2970","2880"
"13.01.2019 10:30 - 13.01.2019 11:00","3135","3060"
"13.01.2019 11:00 - 13.01.2019 11:30","3324","3218"
"13.01.2019 11:30 - 13.01.2019 12:00","3499","3339"
"13.01.2019 12:00 - 13.01.2019 12:30","3618","3442"
"13.01.2019 12:30 - 13.01.2019 13:00","3728","3518"
"13.01.2019 13:00 - 13.01.2019 13:30","3807","3584"
"13.01.2019 13:30 - 13.01.2019 14:00","3881","3651"
"13.01.2019 14:00 - 13.01.2019 14:30","3913","3668"
"13.01.2019 14:30 - 13.01.2019 15:00","3888","3628"
"13.01.2019 15:00 - 13.01.2019 15:30","3817","3599"
"13.01.2019 15:30 - 13.01.2019 16:00","3769","3590"
"13.01.2019 16:00 - 13.01.2019 16:30","3757","3557"
"13.01.2019 16:30 - 13.01.2019 17:00","3766","3550"
"13.01.2019 17:00 - 13.01.2019 17:30","3810","3607"
"13.01.2019 17:30 - 13.01.2019 18:00","3896","3721"
"13.01.2019 18:00 - 13.01.2019 18:30","4211","3960"
"13.01.2019 18:30 - 13.01.2019 19:00","4357","4141"
"13.01.2019 19:00 - 13.01.2019 19:30","4407","4157"
"13.01.2019 19:30 - 13.01.2019 20:00","4358","4090"
"13.01.2019 20:00 - 13.01.2019 20:30","4303","4020"
"13.01.2019 20:30 - 13.01.2019 21:00","4190","3925"
"13.01.2019 21:00 - 13.01.2019 21:30","4117","3800"
"13.01.2019 21:30 - 13.01.2019 22:00","4034","3702"
"13.01.2019 22:00 - 13.01.2019 22:30","3965","3633"
"13.01.2019 22:30 - 13.01.2019 23:00","3852","3470"
"13.01.2019 23:00 - 13.01.2019 23:30","3677","3272"
"13.01.2019 23:30 - 14.01.2019 00:00","3538","3172"
"14.01.2019 00:00 - 14.01.2019 00:30","3511","3084"
"14.01.2019 00:30 - 14.01.2019 01:00","3521","3032"
"14.01.2019 01:00 - 14.01.2019 01:30","3408","2927"
"14.01.2019 01:30 - 14.01.2019 02:00","3273","2824"
"14.01.2019 02:00 - 14.01.2019 02:30","3116","2750"
"14.01.2019 02:30 - 14.01.2019 03:00","3049","2654"
"14.01.2019 03:00 - 14.01.2019 03:30","2947","2586"
"14.01.2019 03:30 - 14.01.2019 04:00","2875","2535"
"14.01.2019 04:00 - 14.01.2019 04:30","2823","2510"
"14.01.2019 04:30 - 14.01.2019 05:00","2784","2504"
"14.01.2019 05:00 - 14.01.2019 05:30","2774","2496"
"14.01.2019 05:30 - 14.01.2019 06:00","2763","2491"
"14.01.2019 06:00 - 14.01.2019 06:30","2771","2529"
"14.01.2019 06:30 - 14.01.2019 07:00","2799","2565"
"14.01.2019 07:00 - 14.01.2019 07:30","2888","2695"
"14.01.2019 07:30 - 14.01.2019 08:00","3124","2911"
"14.01.2019 08:00 - 14.01.2019 08:30","3385","3202"
"14.01.2019 08:30 - 14.01.2019 09:00","3761","3579"
"14.01.2019 09:00 - 14.01.2019 09:30","4024","3803"
"14.01.2019 09:30 - 14.01.2019 10:00","4066","3833"
"14.01.2019 10:00 - 14.01.2019 10:30","4070","3844"
"14.01.2019 10:30 - 14.01.2019 11:00","4214","3927"
"14.01.2019 11:00 - 14.01.2019 11:30","4253","3934"
"14.01.2019 11:30 - 14.01.2019 12:00","4264","3944"
"14.01.2019 12:00 - 14.01.2019 12:30","4273","3947"
"14.01.2019 12:30 - 14.01.2019 13:00","4275","3972"
"14.01.2019 13:00 - 14.01.2019 13:30","4301","3986"
"14.01.2019 13:30 - 14.01.2019 14:00","4328","4006"
"14.01.2019 14:00 - 14.01.2019 14:30","4327","4021"
"14.01.2019 14:30 - 14.01.2019 15:00","4239","3941"
"14.01.2019 15:00 - 14.01.2019 15:30","4241","3942"
"14.01.2019 15:30 - 14.01.2019 16:00","4241","3950"
"14.01.2019 16:00 - 14.01.2019 16:30","4244","3975"
"14.01.2019 16:30 - 14.01.2019 17:00","4312","4000"
"14.01.2019 17:00 - 14.01.2019 17:30","4393","4059"
"14.01.2019 17:30 - 14.01.2019 18:00","4556","4238"
"14.01.2019 18:00 - 14.01.2019 18:30","4845","4473"
"14.01.2019 18:30 - 14.01.2019 19:00","5017","4634"
"14.01.2019 19:00 - 14.01.2019 19:30","5015","4613"
"14.01.2019 19:30 - 14.01.2019 20:00","4924","4521"
"14.01.2019 20:00 - 14.01.2019 20:30","4784","4410"
"14.01.2019 20:30 - 14.01.2019 21:00","4702","4306"
"14.01.2019 21:00 - 14.01.2019 21:30","4570","4200"
"14.01.2019 21:30 - 14.01.2019 22:00","4427","4057"
"14.01.2019 22:00 - 14.01.2019 22:30","4353","3923"
"14.01.2019 22:30 - 14.01.2019 23:00","4159","3744"
"14.01.2019 23:00 - 14.01.2019 23:30","3985","3566"
"14.01.2019 23:30 - 15.01.2019 00:00","3819","3372"
"15.01.2019 00:00 - 15.01.2019 00:30","3751","3248"
"15.01.2019 00:30 - 15.01.2019 01:00","3711","3195"
"15.01.2019 01:00 - 15.01.2019 01:30","3544","3040"
"15.01.2019 01:30 - 15.01.2019 02:00","3396","2930"
"15.01.2019 02:00 - 15.01.2019 02:30","3244","2843"
"15.01.2019 02:30 - 15.01.2019 03:00","3145","2794"
"15.01.2019 03:00 - 15.01.2019 03:30","3059","2702"
"15.01.2019 03:30 - 15.01.2019 04:00","3011","2658"
"15.01.2019 04:00 - 15.01.2019 04:30","2956","2607"
"15.01.2019 04:30 - 15.01.2019 05:00","2917","2625"
"15.01.2019 05:00 - 15.01.2019 05:30","2903","2624"
"15.01.2019 05:30 - 15.01.2019 06:00","2888","2627"
"15.01.2019 06:00 - 15.01.2019 06:30","2885","2621"
"15.01.2019 06:30 - 15.01.2019 07:00","2906","2673"
"15.01.2019 07:00 - 15.01.2019 07:30","2994","2814"
"15.01.2019 07:30 - 15.01.2019 08:00","3194","3053"
"15.01.2019 08:00 - 15.01.2019 08:30","3488","3328"
"15.01.2019 08:30 - 15.01.2019 09:00","3844","3687"
"15.01.2019 09:00 - 15.01.2019 09:30","4134","3888"
"15.01.2019 09:30 - 15.01.2019 10:00","4155","3906"
"15.01.2019 10:00 - 15.01.2019 10:30","4163","3898"
"15.01.2019 10:30 - 15.01.2019 11:00","4272","3973"
"15.01.2019 11:00 - 15.01.2019 11:30","4287","3965"
"15.01.2019 11:30 - 15.01.2019 12:00","4290","3946"
"15.01.2019 12:00 - 15.01.2019 12:30","4314","3950"
"15.01.2019 12:30 - 15.01.2019 13:00","4336","3958"
"15.01.2019 13:00 - 15.01.2019 13:30","4323","3954"
"15.01.2019 13:30 - 15.01.2019 14:00","4376","3952"
"15.01.2019 14:00 - 15.01.2019 14:30","4374","3977"
"15.01.2019 14:30 - 15.01.2019 15:00","4313","3898"
"15.01.2019 15:00 - 15.01.2019 15:30","4298","3912"
"15.01.2019 15:30 - 15.01.2019 16:00","4313","3900"
"15.01.2019 16:00 - 15.01.2019 16:30","4325","3925"
"15.01.2019 16:30 - 15.01.2019 17:00","4362","4000"
"15.01.2019 17:00 - 15.01.2019 17:30","4442","4016"
"15.01.2019 17:30 - 15.01.2019 18:00","4597","4145"
"15.01.2019 18:00 - 15.01.2019 18:30","4845","4401"
"15.01.2019 18:30 - 15.01.2019 19:00","5006","4578"
"15.01.2019 19:00 - 15.01.2019 19:30","5024","4587"
"15.01.2019 19:30 - 15.01.2019 20:00","4944","4521"
"15.01.2019 20:00 - 15.01.2019 20:30","4819","4409"
"15.01.2019 20:30 - 15.01.2019 21:00","4720","4329"
"15.01.2019 21:00 - 15.01.2019 21:30","4635","4160"
"15.01.2019 21:30 - 15.01.2019 22:00","4530","4093"
"15.01.2019 22:00 - 15.01.2019 22:30","4416","3979"
"15.01.2019 22:30 - 15.01.2019 23:00","4244","3791"
"15.01.2019 23:00 - 15.01.2019 23:30","4098","3597"
"15.01.2019 23:30 - 16.01.2019 00:00","3891","3399"
"16.01.2019 00:00 - 16.01.2019 00:30","3816","3267"
"16.01.2019 00:30 - 16.01.2019 01:00","3784","3250"
"16.01.2019 01:00 - 16.01.2019 01:30","3590","3055"
"16.01.2019 01:30 - 16.01.2019 02:00","3464","2939"
"16.01.2019 02:00 - 16.01.2019 02:30","3334","2870"
"16.01.2019 02:30 - 16.01.2019 03:00","3218","2759"
"16.01.2019 03:00 - 16.01.2019 03:30","3120","2686"
"16.01.2019 03:30 - 16.01.2019 04:00","3053","2678"
"16.01.2019 04:00 - 16.01.2019 04:30","3005","2620"
"16.01.2019 04:30 - 16.01.2019 05:00","2975","2573"
"16.01.2019 05:00 - 16.01.2019 05:30","2954","2596"
"16.01.2019 05:30 - 16.01.2019 06:00","2928","2614"
"16.01.2019 06:00 - 16.01.2019 06:30","2936","2610"
"16.01.2019 06:30 - 16.01.2019 07:00","2987","2675"
"16.01.2019 07:00 - 16.01.2019 07:30","3065","2806"
"16.01.2019 07:30 - 16.01.2019 08:00","3244","3039"
"16.01.2019 08:00 - 16.01.2019 08:30","3520","3335"
"16.01.2019 08:30 - 16.01.2019 09:00","3909","3645"
"16.01.2019 09:00 - 16.01.2019 09:30","4223","3826"
"16.01.2019 09:30 - 16.01.2019 10:00","4228","3814"
"16.01.2019 10:00 - 16.01.2019 10:30","4232","3826"
"16.01.2019 10:30 - 16.01.2019 11:00","4334","3878"
"16.01.2019 11:00 - 16.01.2019 11:30","4401","3935"
"16.01.2019 11:30 - 16.01.2019 12:00","4416","3915"
"16.01.2019 12:00 - 16.01.2019 12:30","4419","3905"
"16.01.2019 12:30 - 16.01.2019 13:00","4417","3915"
"16.01.2019 13:00 - 16.01.2019 13:30","4419","3916"
"16.01.2019 13:30 - 16.01.2019 14:00","4466","3942"
"16.01.2019 14:00 - 16.01.2019 14:30","4467","3926"
"16.01.2019 14:30 - 16.01.2019 15:00","4395","3855"
"16.01.2019 15:00 - 16.01.2019 15:30","4396","3848"
"16.01.2019 15:30 - 16.01.2019 16:00","4424","3931"
"16.01.2019 16:00 - 16.01.2019 16:30","4443","3974"
"16.01.2019 16:30 - 16.01.2019 17:00","4493","4041"
"16.01.2019 17:00 - 16.01.2019 17:30","4545","4103"
"16.01.2019 17:30 - 16.01.2019 18:00","4728","4229"
"16.01.2019 18:00 - 16.01.2019 18:30","4964","4452"
"16.01.2019 18:30 - 16.01.2019 19:00","5061","4634"
"16.01.2019 19:00 - 16.01.2019 19:30","5050","4635"
"16.01.2019 19:30 - 16.01.2019 20:00","4981","4608"
"16.01.2019 20:00 - 16.01.2019 20:30","4890","4452"
"16.01.2019 20:30 - 16.01.2019 21:00","4822","4391"
"16.01.2019 21:00 - 16.01.2019 21:30","4688","4257"
"16.01.2019 21:30 - 16.01.2019 22:00","4562","4151"
"16.01.2019 22:00 - 16.01.2019 22:30","4441","4087"
"16.01.2019 22:30 - 16.01.2019 23:00","4280","3910"
"16.01.2019 23:00 - 16.01.2019 23:30","4104","3778"
"16.01.2019 23:30 - 17.01.2019 00:00","3898","3563"
"17.01.2019 00:00 - 17.01.2019 00:30","3827","3434"
"17.01.2019 00:30 - 17.01.2019 01:00","3822","3333"
"17.01.2019 01:00 - 17.01.2019 01:30","3611","3204"
"17.01.2019 01:30 - 17.01.2019 02:00","3468","3113"
"17.01.2019 02:00 - 17.01.2019 02:30","3332","2967"
"17.01.2019 02:30 - 17.01.2019 03:00","3216","2878"
"17.01.2019 03:00 - 17.01.2019 03:30","3123","2833"
"17.01.2019 03:30 - 17.01.2019 04:00","3067","2821"
"17.01.2019 04:00 - 17.01.2019 04:30","3021","2736"
"17.01.2019 04:30 - 17.01.2019 05:00","2988","2687"
"17.01.2019 05:00 - 17.01.2019 05:30","2956","2711"
"17.01.2019 05:30 - 17.01.2019 06:00","2943","2727"
"17.01.2019 06:00 - 17.01.2019 06:30","2954","2746"
"17.01.2019 06:30 - 17.01.2019 07:00","3000","2765"
"17.01.2019 07:00 - 17.01.2019 07:30","3072","2903"
"17.01.2019 07:30 - 17.01.2019 08:00","3262","3132"
"17.01.2019 08:00 - 17.01.2019 08:30","3539","3411"
"17.01.2019 08:30 - 17.01.2019 09:00","3902","3789"
"17.01.2019 09:00 - 17.01.2019 09:30","4205","4005"
"17.01.2019 09:30 - 17.01.2019 10:00","4227","4005"
"17.01.2019 10:00 - 17.01.2019 10:30","4235","4041"
"17.01.2019 10:30 - 17.01.2019 11:00","4320","4116"
"17.01.2019 11:00 - 17.01.2019 11:30","4338","4124"
"17.01.2019 11:30 - 17.01.2019 12:00","4362","4129"
"17.01.2019 12:00 - 17.01.2019 12:30","4391","4117"
"17.01.2019 12:30 - 17.01.2019 13:00","4415","4122"
"17.01.2019 13:00 - 17.01.2019 13:30","4405","4123"
"17.01.2019 13:30 - 17.01.2019 14:00","4420","4160"
"17.01.2019 14:00 - 17.01.2019 14:30","4401","4156"
"17.01.2019 14:30 - 17.01.2019 15:00","4353","4082"
"17.01.2019 15:00 - 17.01.2019 15:30","4357","4081"
"17.01.2019 15:30 - 17.01.2019 16:00","4377","4089"
"17.01.2019 16:00 - 17.01.2019 16:30","4390","4116"
"17.01.2019 16:30 - 17.01.2019 17:00","4460","4155"
"17.01.2019 17:00 - 17.01.2019 17:30","4506","4217"
"17.01.2019 17:30 - 17.01.2019 18:00","4649","4369"
"17.01.2019 18:00 - 17.01.2019 18:30","4906","4597"
"17.01.2019 18:30 - 17.01.2019 19:00","5049","4767"
"17.01.2019 19:00 - 17.01.2019 19:30","5059","4777"
"17.01.2019 19:30 - 17.01.2019 20:00","4998","4696"
"17.01.2019 20:00 - 17.01.2019 20:30","4878","4591"
"17.01.2019 20:30 - 17.01.2019 21:00","4798","4489"
"17.01.2019 21:00 - 17.01.2019 21:30","4658","4333"
"17.01.2019 21:30 - 17.01.2019 22:00","4574","4250"
"17.01.2019 22:00 - 17.01.2019 22:30","4478","4135"
"17.01.2019 22:30 - 17.01.2019 23:00","4328","3971"
"17.01.2019 23:00 - 17.01.2019 23:30","4112","3769"
"17.01.2019 23:30 - 18.01.2019 00:00","3924","3597"
"18.01.2019 00:00 - 18.01.2019 00:30","3853","3453"
"18.01.2019 00:30 - 18.01.2019 01:00","3847","3401"
"18.01.2019 01:00 - 18.01.2019 01:30","3640","3286"
"18.01.2019 01:30 - 18.01.2019 02:00","3514","3191"
"18.01.2019 02:00 - 18.01.2019 02:30","3371","3108"
"18.01.2019 02:30 - 18.01.2019 03:00","3249","3008"
"18.01.2019 03:00 - 18.01.2019 03:30","3157","2897"
"18.01.2019 03:30 - 18.01.2019 04:00","3097","2878"
"18.01.2019 04:00 - 18.01.2019 04:30","3036","2828"
"18.01.2019 04:30 - 18.01.2019 05:00","3009","2808"
"18.01.2019 05:00 - 18.01.2019 05:30","2995","2811"
"18.01.2019 05:30 - 18.01.2019 06:00","2959","2826"
"18.01.2019 06:00 - 18.01.2019 06:30","2943","2834"
"18.01.2019 06:30 - 18.01.2019 07:00","2994","2880"
"18.01.2019 07:00 - 18.01.2019 07:30","3063","3016"
"18.01.2019 07:30 - 18.01.2019 08:00","3237","3222"
"18.01.2019 08:00 - 18.01.2019 08:30","3527","3484"
"18.01.2019 08:30 - 18.01.2019 09:00","3902","3862"
"18.01.2019 09:00 - 18.01.2019 09:30","4195","4015"
"18.01.2019 09:30 - 18.01.2019 10:00","4179","4012"
"18.01.2019 10:00 - 18.01.2019 10:30","4191","4004"
"18.01.2019 10:30 - 18.01.2019 11:00","4310","4085"
"18.01.2019 11:00 - 18.01.2019 11:30","4351","4054"
"18.01.2019 11:30 - 18.01.2019 12:00","4371","4051"
"18.01.2019 12:00 - 18.01.2019 12:30","4376","4051"
"18.01.2019 12:30 - 18.01.2019 13:00","4366","4063"
"18.01.2019 13:00 - 18.01.2019 13:30","4352","4067"
"18.01.2019 13:30 - 18.01.2019 14:00","4362","4044"
"18.01.2019 14:00 - 18.01.2019 14:30","4358","4033"
"18.01.2019 14:30 - 18.01.2019 15:00","4262","3938"
"18.01.2019 15:00 - 18.01.2019 15:30","4213","3940"
"18.01.2019 15:30 - 18.01.2019 16:00","4212","3947"
"18.01.2019 16:00 - 18.01.2019 16:30","4193","3936"
"18.01.2019 16:30 - 18.01.2019 17:00","4248","3975"
"18.01.2019 17:00 - 18.01.2019 17:30","4280","4003"
"18.01.2019 17:30 - 18.01.2019 18:00","4394","4123"
"18.01.2019 18:00 - 18.01.2019 18:30","4627","4328"
"18.01.2019 18:30 - 18.01.2019 19:00","4870","4512"
"18.01.2019 19:00 - 18.01.2019 19:30","4914","4523"
"18.01.2019 19:30 - 18.01.2019 20:00","4844","4471"
"18.01.2019 20:00 - 18.01.2019 20:30","4755","4379"
"18.01.2019 20:30 - 18.01.2019 21:00","4681","4274"
"18.01.2019 21:00 - 18.01.2019 21:30","4554","4133"
"18.01.2019 21:30 - 18.01.2019 22:00","4388","4008"
"18.01.2019 22:00 - 18.01.2019 22:30","4310","3903"
"18.01.2019 22:30 - 18.01.2019 23:00","4145","3739"
"18.01.2019 23:00 - 18.01.2019 23:30","3970","3604"
