"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"05.01.2019 11:30 - 05.01.2019 11:45","59870","60862"
"05.01.2019 11:45 - 05.01.2019 12:00","59992","60620"
"05.01.2019 12:00 - 05.01.2019 12:15","59046","60807"
"05.01.2019 12:15 - 05.01.2019 12:30","59122","60597"
"05.01.2019 12:30 - 05.01.2019 12:45","58933","60463"
"05.01.2019 12:45 - 05.01.2019 13:00","58340","60077"
"05.01.2019 13:00 - 05.01.2019 13:15","57292","59962"
"05.01.2019 13:15 - 05.01.2019 13:30","56735","59381"
"05.01.2019 13:30 - 05.01.2019 13:45","56560","58968"
"05.01.2019 13:45 - 05.01.2019 14:00","55545","58699"
"05.01.2019 14:00 - 05.01.2019 14:15","55570","58513"
"05.01.2019 14:15 - 05.01.2019 14:30","54849","58069"
"05.01.2019 14:30 - 05.01.2019 14:45","54773","57971"
"05.01.2019 14:45 - 05.01.2019 15:00","55426","57755"
"05.01.2019 15:00 - 05.01.2019 15:15","55934","57903"
"05.01.2019 15:15 - 05.01.2019 15:30","54908","57623"
"05.01.2019 15:30 - 05.01.2019 15:45","55066","57518"
"05.01.2019 15:45 - 05.01.2019 16:00","55291","57589"
"05.01.2019 16:00 - 05.01.2019 16:15","55440","57884"
"05.01.2019 16:15 - 05.01.2019 16:30","56268","58227"
"05.01.2019 16:30 - 05.01.2019 16:45","57057","58838"
"05.01.2019 16:45 - 05.01.2019 17:00","57577","59909"
"05.01.2019 17:00 - 05.01.2019 17:15","58751","61159"
"05.01.2019 17:15 - 05.01.2019 17:30","59379","61432"
"05.01.2019 17:30 - 05.01.2019 17:45","59470","61701"
"05.01.2019 17:45 - 05.01.2019 18:00","59923","61885"
"05.01.2019 18:00 - 05.01.2019 18:15","59730","62101"
"05.01.2019 18:15 - 05.01.2019 18:30","59964","61479"
"05.01.2019 18:30 - 05.01.2019 18:45","59793","61620"
"05.01.2019 18:45 - 05.01.2019 19:00","58566","61239"
"05.01.2019 19:00 - 05.01.2019 19:15","58236","60726"
"05.01.2019 19:15 - 05.01.2019 19:30","57721","60006"
"05.01.2019 19:30 - 05.01.2019 19:45","57298","59456"
"05.01.2019 19:45 - 05.01.2019 20:00","55786","58783"
"05.01.2019 20:00 - 05.01.2019 20:15","55420","57326"
"05.01.2019 20:15 - 05.01.2019 20:30","54009","56285"
"05.01.2019 20:30 - 05.01.2019 20:45","53621","55536"
"05.01.2019 20:45 - 05.01.2019 21:00","53294","54928"
"05.01.2019 21:00 - 05.01.2019 21:15","52358","54303"
"05.01.2019 21:15 - 05.01.2019 21:30","51973","53838"
"05.01.2019 21:30 - 05.01.2019 21:45","52478","53478"
"05.01.2019 21:45 - 05.01.2019 22:00","51829","53068"
"05.01.2019 22:00 - 05.01.2019 22:15","52351","53524"
"05.01.2019 22:15 - 05.01.2019 22:30","50492","53013"
"05.01.2019 22:30 - 05.01.2019 22:45","50847","52270"
"05.01.2019 22:45 - 05.01.2019 23:00","49415","51806"
"05.01.2019 23:00 - 05.01.2019 23:15","49304","50705"
"05.01.2019 23:15 - 05.01.2019 23:30","48246","49830"
"05.01.2019 23:30 - 05.01.2019 23:45","46769","49251"
"05.01.2019 23:45 - 06.01.2019 00:00","46016","48673"
"06.01.2019 00:00 - 06.01.2019 00:15","45689","47435"
"06.01.2019 00:15 - 06.01.2019 00:30","45432","46524"
"06.01.2019 00:30 - 06.01.2019 00:45","45096","45953"
"06.01.2019 00:45 - 06.01.2019 01:00","44746","45426"
"06.01.2019 01:00 - 06.01.2019 01:15","44341","44775"
"06.01.2019 01:15 - 06.01.2019 01:30","43396","44325"
"06.01.2019 01:30 - 06.01.2019 01:45","43718","44189"
"06.01.2019 01:45 - 06.01.2019 02:00","43245","43907"
"06.01.2019 02:00 - 06.01.2019 02:15","42947","43212"
"06.01.2019 02:15 - 06.01.2019 02:30","42468","43055"
"06.01.2019 02:30 - 06.01.2019 02:45","42893","42802"
"06.01.2019 02:45 - 06.01.2019 03:00","42954","42685"
"06.01.2019 03:00 - 06.01.2019 03:15","42487","42806"
"06.01.2019 03:15 - 06.01.2019 03:30","42611","42938"
"06.01.2019 03:30 - 06.01.2019 03:45","42508","42711"
"06.01.2019 03:45 - 06.01.2019 04:00","42454","42583"
"06.01.2019 04:00 - 06.01.2019 04:15","42873","42690"
"06.01.2019 04:15 - 06.01.2019 04:30","42416","42820"
"06.01.2019 04:30 - 06.01.2019 04:45","42780","42834"
"06.01.2019 04:45 - 06.01.2019 05:00","42817","42879"
"06.01.2019 05:00 - 06.01.2019 05:15","42503","42677"
"06.01.2019 05:15 - 06.01.2019 05:30","42041","42275"
"06.01.2019 05:30 - 06.01.2019 05:45","42138","42116"
"06.01.2019 05:45 - 06.01.2019 06:00","41932","41964"
"06.01.2019 06:00 - 06.01.2019 06:15","41075","41772"
"06.01.2019 06:15 - 06.01.2019 06:30","41542","41769"
"06.01.2019 06:30 - 06.01.2019 06:45","41810","41797"
"06.01.2019 06:45 - 06.01.2019 07:00","42137","42131"
"06.01.2019 07:00 - 06.01.2019 07:15","42326","42486"
"06.01.2019 07:15 - 06.01.2019 07:30","42537","42672"
"06.01.2019 07:30 - 06.01.2019 07:45","43905","42983"
"06.01.2019 07:45 - 06.01.2019 08:00","44623","43749"
"06.01.2019 08:00 - 06.01.2019 08:15","45799","44677"
"06.01.2019 08:15 - 06.01.2019 08:30","45873","45223"
"06.01.2019 08:30 - 06.01.2019 08:45","46672","45842"
"06.01.2019 08:45 - 06.01.2019 09:00","47334","46737"
"06.01.2019 09:00 - 06.01.2019 09:15","48279","47861"
"06.01.2019 09:15 - 06.01.2019 09:30","50249","48792"
"06.01.2019 09:30 - 06.01.2019 09:45","49716","49597"
"06.01.2019 09:45 - 06.01.2019 10:00","50444","50241"
"06.01.2019 10:00 - 06.01.2019 10:15","50746","51103"
"06.01.2019 10:15 - 06.01.2019 10:30","51154","51720"
"06.01.2019 10:30 - 06.01.2019 10:45","51217","52410"
"06.01.2019 10:45 - 06.01.2019 11:00","52015","53045"
"06.01.2019 11:00 - 06.01.2019 11:15","53022","53909"
"06.01.2019 11:15 - 06.01.2019 11:30","53387","54460"
"06.01.2019 11:30 - 06.01.2019 11:45","54204","54997"
"06.01.2019 11:45 - 06.01.2019 12:00","54194","55253"
"06.01.2019 12:00 - 06.01.2019 12:15","53465","55514"
"06.01.2019 12:15 - 06.01.2019 12:30","53571","55213"
"06.01.2019 12:30 - 06.01.2019 12:45","53145","55029"
"06.01.2019 12:45 - 06.01.2019 13:00","52885","54714"
"06.01.2019 13:00 - 06.01.2019 13:15","52434","54194"
"06.01.2019 13:15 - 06.01.2019 13:30","51773","53706"
"06.01.2019 13:30 - 06.01.2019 13:45","51563","53602"
"06.01.2019 13:45 - 06.01.2019 14:00","51085","53274"
"06.01.2019 14:00 - 06.01.2019 14:15","50938","53542"
"06.01.2019 14:15 - 06.01.2019 14:30","50272","53307"
"06.01.2019 14:30 - 06.01.2019 14:45","50223","53069"
"06.01.2019 14:45 - 06.01.2019 15:00","50599","52718"
"06.01.2019 15:00 - 06.01.2019 15:15","51273","52268"
"06.01.2019 15:15 - 06.01.2019 15:30","50422","52416"
"06.01.2019 15:30 - 06.01.2019 15:45","50596","52381"
"06.01.2019 15:45 - 06.01.2019 16:00","50543","52395"
"06.01.2019 16:00 - 06.01.2019 16:15","51523","52784"
"06.01.2019 16:15 - 06.01.2019 16:30","52061","53446"
"06.01.2019 16:30 - 06.01.2019 16:45","52705","54432"
"06.01.2019 16:45 - 06.01.2019 17:00","53186","55723"
"06.01.2019 17:00 - 06.01.2019 17:15","54727","56792"
"06.01.2019 17:15 - 06.01.2019 17:30","55408","57517"
"06.01.2019 17:30 - 06.01.2019 17:45","55615","57912"
"06.01.2019 17:45 - 06.01.2019 18:00","56218","58045"
"06.01.2019 18:00 - 06.01.2019 18:15","56263","58891"
"06.01.2019 18:15 - 06.01.2019 18:30","56505","58772"
"06.01.2019 18:30 - 06.01.2019 18:45","56323","58420"
"06.01.2019 18:45 - 06.01.2019 19:00","55300","57829"
"06.01.2019 19:00 - 06.01.2019 19:15","55272","57799"
"06.01.2019 19:15 - 06.01.2019 19:30","54790","57068"
"06.01.2019 19:30 - 06.01.2019 19:45","54292","56837"
"06.01.2019 19:45 - 06.01.2019 20:00","52953","56199"
"06.01.2019 20:00 - 06.01.2019 20:15","53323","55755"
"06.01.2019 20:15 - 06.01.2019 20:30","52319","55043"
"06.01.2019 20:30 - 06.01.2019 20:45","51786","54218"
"06.01.2019 20:45 - 06.01.2019 21:00","51584","53715"
"06.01.2019 21:00 - 06.01.2019 21:15","50730","53365"
"06.01.2019 21:15 - 06.01.2019 21:30","50511","53194"
"06.01.2019 21:30 - 06.01.2019 21:45","51134","52776"
"06.01.2019 21:45 - 06.01.2019 22:00","51013","52686"
"06.01.2019 22:00 - 06.01.2019 22:15","51628","52687"
"06.01.2019 22:15 - 06.01.2019 22:30","50049","53124"
"06.01.2019 22:30 - 06.01.2019 22:45","50288","52419"
"06.01.2019 22:45 - 06.01.2019 23:00","49065","51566"
"06.01.2019 23:00 - 06.01.2019 23:15","48991","50781"
"06.01.2019 23:15 - 06.01.2019 23:30","48085","50045"
"06.01.2019 23:30 - 06.01.2019 23:45","46441","49247"
"06.01.2019 23:45 - 07.01.2019 00:00","46263","48470"
"07.01.2019 00:00 - 07.01.2019 00:15","45216","47546"
"07.01.2019 00:15 - 07.01.2019 00:30","44877","46865"
"07.01.2019 00:30 - 07.01.2019 00:45","44320","46399"
"07.01.2019 00:45 - 07.01.2019 01:00","43827","45839"
"07.01.2019 01:00 - 07.01.2019 01:15","43497","45559"
"07.01.2019 01:15 - 07.01.2019 01:30","43134","45004"
"07.01.2019 01:30 - 07.01.2019 01:45","42994","44985"
"07.01.2019 01:45 - 07.01.2019 02:00","42876","44697"
"07.01.2019 02:00 - 07.01.2019 02:15","42591","44626"
"07.01.2019 02:15 - 07.01.2019 02:30","42470","44415"
"07.01.2019 02:30 - 07.01.2019 02:45","42738","44591"
"07.01.2019 02:45 - 07.01.2019 03:00","42749","44729"
"07.01.2019 03:00 - 07.01.2019 03:15","42703","45012"
"07.01.2019 03:15 - 07.01.2019 03:30","42649","45123"
"07.01.2019 03:30 - 07.01.2019 03:45","42781","45367"
"07.01.2019 03:45 - 07.01.2019 04:00","43096","45569"
"07.01.2019 04:00 - 07.01.2019 04:15","43852","46238"
"07.01.2019 04:15 - 07.01.2019 04:30","44123","46748"
"07.01.2019 04:30 - 07.01.2019 04:45","44492","47377"
"07.01.2019 04:45 - 07.01.2019 05:00","45030","48153"
"07.01.2019 05:00 - 07.01.2019 05:15","46391","49626"
"07.01.2019 05:15 - 07.01.2019 05:30","47095","50466"
"07.01.2019 05:30 - 07.01.2019 05:45","48294","51707"
"07.01.2019 05:45 - 07.01.2019 06:00","49672","53552"
"07.01.2019 06:00 - 07.01.2019 06:15","52455","56898"
"07.01.2019 06:15 - 07.01.2019 06:30","54669","59342"
"07.01.2019 06:30 - 07.01.2019 06:45","56254","61195"
"07.01.2019 06:45 - 07.01.2019 07:00","57847","62622"
"07.01.2019 07:00 - 07.01.2019 07:15","59397","64869"
"07.01.2019 07:15 - 07.01.2019 07:30","60140","65722"
"07.01.2019 07:30 - 07.01.2019 07:45","61208","66940"
"07.01.2019 07:45 - 07.01.2019 08:00","62089","67668"
"07.01.2019 08:00 - 07.01.2019 08:15","63284","68801"
"07.01.2019 08:15 - 07.01.2019 08:30","63320","68915"
"07.01.2019 08:30 - 07.01.2019 08:45","63454","69149"
"07.01.2019 08:45 - 07.01.2019 09:00","63705","69348"
"07.01.2019 09:00 - 07.01.2019 09:15","63502","69163"
"07.01.2019 09:15 - 07.01.2019 09:30","63803","69138"
"07.01.2019 09:30 - 07.01.2019 09:45","63978","69367"
"07.01.2019 09:45 - 07.01.2019 10:00","64312","69640"
"07.01.2019 10:00 - 07.01.2019 10:15","64544","70141"
"07.01.2019 10:15 - 07.01.2019 10:30","64630","70507"
"07.01.2019 10:30 - 07.01.2019 10:45","64804","70866"
"07.01.2019 10:45 - 07.01.2019 11:00","65209","71049"
"07.01.2019 11:00 - 07.01.2019 11:15","65648","71360"
"07.01.2019 11:15 - 07.01.2019 11:30","65887","71681"
"07.01.2019 11:30 - 07.01.2019 11:45","66313","71749"
"07.01.2019 11:45 - 07.01.2019 12:00","66879","71774"
"07.01.2019 12:00 - 07.01.2019 12:15","65691","71543"
"07.01.2019 12:15 - 07.01.2019 12:30","65874","71491"
"07.01.2019 12:30 - 07.01.2019 12:45","65612","71500"
"07.01.2019 12:45 - 07.01.2019 13:00","65806","71470"
"07.01.2019 13:00 - 07.01.2019 13:15","65719","71659"
"07.01.2019 13:15 - 07.01.2019 13:30","65346","71722"
"07.01.2019 13:30 - 07.01.2019 13:45","65023","71569"
"07.01.2019 13:45 - 07.01.2019 14:00","64669","71023"
"07.01.2019 14:00 - 07.01.2019 14:15","64502","71169"
"07.01.2019 14:15 - 07.01.2019 14:30","64222","71302"
"07.01.2019 14:30 - 07.01.2019 14:45","64302","71341"
"07.01.2019 14:45 - 07.01.2019 15:00","63689","71103"
"07.01.2019 15:00 - 07.01.2019 15:15","62601","71450"
"07.01.2019 15:15 - 07.01.2019 15:30","64264","71115"
"07.01.2019 15:30 - 07.01.2019 15:45","64088","70816"
"07.01.2019 15:45 - 07.01.2019 16:00","63714","70912"
"07.01.2019 16:00 - 07.01.2019 16:15","64067","71249"
"07.01.2019 16:15 - 07.01.2019 16:30","63178","71715"
"07.01.2019 16:30 - 07.01.2019 16:45","61312","72194"
"07.01.2019 16:45 - 07.01.2019 17:00","61820","73041"
"07.01.2019 17:00 - 07.01.2019 17:15","62900","74066"
"07.01.2019 17:15 - 07.01.2019 17:30","63324","74372"
"07.01.2019 17:30 - 07.01.2019 17:45","63564","74432"
"07.01.2019 17:45 - 07.01.2019 18:00","63879","74527"
"07.01.2019 18:00 - 07.01.2019 18:15","63455","73960"
"07.01.2019 18:15 - 07.01.2019 18:30","63383","73500"
"07.01.2019 18:30 - 07.01.2019 18:45","63579","73270"
"07.01.2019 18:45 - 07.01.2019 19:00","63319","73012"
"07.01.2019 19:00 - 07.01.2019 19:15","62854","72506"
"07.01.2019 19:15 - 07.01.2019 19:30","62405","71713"
"07.01.2019 19:30 - 07.01.2019 19:45","62167","71213"
"07.01.2019 19:45 - 07.01.2019 20:00","61443","70865"
"07.01.2019 20:00 - 07.01.2019 20:15","61019","69598"
"07.01.2019 20:15 - 07.01.2019 20:30","60003","68610"
"07.01.2019 20:30 - 07.01.2019 20:45","59554","67808"
"07.01.2019 20:45 - 07.01.2019 21:00","59033","66906"
"07.01.2019 21:00 - 07.01.2019 21:15","58523","66294"
"07.01.2019 21:15 - 07.01.2019 21:30","57959","65607"
"07.01.2019 21:30 - 07.01.2019 21:45","57996","64882"
"07.01.2019 21:45 - 07.01.2019 22:00","56984","63868"
"07.01.2019 22:00 - 07.01.2019 22:15","56699","63530"
"07.01.2019 22:15 - 07.01.2019 22:30","55646","62659"
"07.01.2019 22:30 - 07.01.2019 22:45","55106","61428"
"07.01.2019 22:45 - 07.01.2019 23:00","53826","60303"
"07.01.2019 23:00 - 07.01.2019 23:15","52658","59113"
"07.01.2019 23:15 - 07.01.2019 23:30","51731","58433"
"07.01.2019 23:30 - 07.01.2019 23:45","50609","57504"
"07.01.2019 23:45 - 08.01.2019 00:00","49912","56933"
"08.01.2019 00:00 - 08.01.2019 00:15","51701","54979"
"08.01.2019 00:15 - 08.01.2019 00:30","51878","54426"
"08.01.2019 00:30 - 08.01.2019 00:45","51461","53820"
"08.01.2019 00:45 - 08.01.2019 01:00","50851","53404"
"08.01.2019 01:00 - 08.01.2019 01:15","50269","52810"
"08.01.2019 01:15 - 08.01.2019 01:30","49839","52512"
"08.01.2019 01:30 - 08.01.2019 01:45","49643","52126"
"08.01.2019 01:45 - 08.01.2019 02:00","49509","51709"
"08.01.2019 02:00 - 08.01.2019 02:15","49193","51590"
"08.01.2019 02:15 - 08.01.2019 02:30","49041","51570"
"08.01.2019 02:30 - 08.01.2019 02:45","49311","51522"
"08.01.2019 02:45 - 08.01.2019 03:00","49422","51540"
"08.01.2019 03:00 - 08.01.2019 03:15","49422","51821"
"08.01.2019 03:15 - 08.01.2019 03:30","49449","51958"
"08.01.2019 03:30 - 08.01.2019 03:45","49600","52232"
"08.01.2019 03:45 - 08.01.2019 04:00","49578","52485"
"08.01.2019 04:00 - 08.01.2019 04:15","50026","52917"
"08.01.2019 04:15 - 08.01.2019 04:30","50391","53309"
"08.01.2019 04:30 - 08.01.2019 04:45","50716","53874"
"08.01.2019 04:45 - 08.01.2019 05:00","51158","54429"
"08.01.2019 05:00 - 08.01.2019 05:15","52201","55630"
"08.01.2019 05:15 - 08.01.2019 05:30","52600","56399"
"08.01.2019 05:30 - 08.01.2019 05:45","53630","57570"
"08.01.2019 05:45 - 08.01.2019 06:00","54661","58950"
"08.01.2019 06:00 - 08.01.2019 06:15","57003","61870"
"08.01.2019 06:15 - 08.01.2019 06:30","59277","63728"
"08.01.2019 06:30 - 08.01.2019 06:45","60727","65470"
"08.01.2019 06:45 - 08.01.2019 07:00","62132","67119"
"08.01.2019 07:00 - 08.01.2019 07:15","63805","69117"
"08.01.2019 07:15 - 08.01.2019 07:30","64458","70248"
"08.01.2019 07:30 - 08.01.2019 07:45","65571","71353"
"08.01.2019 07:45 - 08.01.2019 08:00","66350","72125"
"08.01.2019 08:00 - 08.01.2019 08:15","67315","73010"
"08.01.2019 08:15 - 08.01.2019 08:30","67269","73349"
"08.01.2019 08:30 - 08.01.2019 08:45","67314","73324"
"08.01.2019 08:45 - 08.01.2019 09:00","67506","73182"
"08.01.2019 09:00 - 08.01.2019 09:15","67199","73034"
"08.01.2019 09:15 - 08.01.2019 09:30","67520","73327"
"08.01.2019 09:30 - 08.01.2019 09:45","67533","73434"
"08.01.2019 09:45 - 08.01.2019 10:00","67967","73573"
"08.01.2019 10:00 - 08.01.2019 10:15","67996","73925"
"08.01.2019 10:15 - 08.01.2019 10:30","68039","73636"
"08.01.2019 10:30 - 08.01.2019 10:45","68132","73891"
"08.01.2019 10:45 - 08.01.2019 11:00","68278","73978"
"08.01.2019 11:00 - 08.01.2019 11:15","68689","74346"
"08.01.2019 11:15 - 08.01.2019 11:30","68813","74486"
"08.01.2019 11:30 - 08.01.2019 11:45","69150","74662"
"08.01.2019 11:45 - 08.01.2019 12:00","68852","74417"
"08.01.2019 12:00 - 08.01.2019 12:15","68265","74462"
"08.01.2019 12:15 - 08.01.2019 12:30","68446","74290"
"08.01.2019 12:30 - 08.01.2019 12:45","68263","74247"
"08.01.2019 12:45 - 08.01.2019 13:00","68504","74168"
"08.01.2019 13:00 - 08.01.2019 13:15","68320","74232"
"08.01.2019 13:15 - 08.01.2019 13:30","67919","74208"
"08.01.2019 13:30 - 08.01.2019 13:45","67785","73918"
"08.01.2019 13:45 - 08.01.2019 14:00","67268","73728"
"08.01.2019 14:00 - 08.01.2019 14:15","67158","73465"
"08.01.2019 14:15 - 08.01.2019 14:30","66842","73354"
"08.01.2019 14:30 - 08.01.2019 14:45","67022","73265"
"08.01.2019 14:45 - 08.01.2019 15:00","66892","72956"
"08.01.2019 15:00 - 08.01.2019 15:15","66761","73071"
"08.01.2019 15:15 - 08.01.2019 15:30","66968","72929"
"08.01.2019 15:30 - 08.01.2019 15:45","66848","72758"
"08.01.2019 15:45 - 08.01.2019 16:00","66815","72765"
"08.01.2019 16:00 - 08.01.2019 16:15","67044","73023"
"08.01.2019 16:15 - 08.01.2019 16:30","67087","73232"
"08.01.2019 16:30 - 08.01.2019 16:45","67258","73715"
"08.01.2019 16:45 - 08.01.2019 17:00","68667","74423"
"08.01.2019 17:00 - 08.01.2019 17:15","69211","75132"
"08.01.2019 17:15 - 08.01.2019 17:30","69778","75384"
"08.01.2019 17:30 - 08.01.2019 17:45","69835","75663"
"08.01.2019 17:45 - 08.01.2019 18:00","70234","75620"
"08.01.2019 18:00 - 08.01.2019 18:15","69780","75137"
"08.01.2019 18:15 - 08.01.2019 18:30","69733","75143"
"08.01.2019 18:30 - 08.01.2019 18:45","69699","74944"
"08.01.2019 18:45 - 08.01.2019 19:00","69214","74498"
"08.01.2019 19:00 - 08.01.2019 19:15","68621","74010"
"08.01.2019 19:15 - 08.01.2019 19:30","68024","73329"
"08.01.2019 19:30 - 08.01.2019 19:45","67470","72990"
"08.01.2019 19:45 - 08.01.2019 20:00","66493","72292"
"08.01.2019 20:00 - 08.01.2019 20:15","65631","70932"
"08.01.2019 20:15 - 08.01.2019 20:30","64116","69714"
"08.01.2019 20:30 - 08.01.2019 20:45","63369","68641"
"08.01.2019 20:45 - 08.01.2019 21:00","62572","67752"
"08.01.2019 21:00 - 08.01.2019 21:15","61544","66770"
"08.01.2019 21:15 - 08.01.2019 21:30","60816","66160"
"08.01.2019 21:30 - 08.01.2019 21:45","60474","65235"
"08.01.2019 21:45 - 08.01.2019 22:00","59935","64611"
"08.01.2019 22:00 - 08.01.2019 22:15","59843","63974"
"08.01.2019 22:15 - 08.01.2019 22:30","58839","63141"
"08.01.2019 22:30 - 08.01.2019 22:45","58198","62218"
"08.01.2019 22:45 - 08.01.2019 23:00","56765","61193"
"08.01.2019 23:00 - 08.01.2019 23:15","55715","60216"
"08.01.2019 23:15 - 08.01.2019 23:30","54623","59228"
"08.01.2019 23:30 - 08.01.2019 23:45","53433","58493"
"08.01.2019 23:45 - 09.01.2019 00:00","52635","57664"
"09.01.2019 00:00 - 09.01.2019 00:15","52767","56109"
"09.01.2019 00:15 - 09.01.2019 00:30","52377","55356"
"09.01.2019 00:30 - 09.01.2019 00:45","51725","54636"
"09.01.2019 00:45 - 09.01.2019 01:00","51225","54070"
"09.01.2019 01:00 - 09.01.2019 01:15","50737","53748"
"09.01.2019 01:15 - 09.01.2019 01:30","50046","53559"
"09.01.2019 01:30 - 09.01.2019 01:45","50179","53137"
"09.01.2019 01:45 - 09.01.2019 02:00","49856","52804"
"09.01.2019 02:00 - 09.01.2019 02:15","49505","52132"
"09.01.2019 02:15 - 09.01.2019 02:30","49286","52484"
"09.01.2019 02:30 - 09.01.2019 02:45","49667","52412"
"09.01.2019 02:45 - 09.01.2019 03:00","49741","52528"
"09.01.2019 03:00 - 09.01.2019 03:15","49627","52661"
"09.01.2019 03:15 - 09.01.2019 03:30","49699","52607"
"09.01.2019 03:30 - 09.01.2019 03:45","49813","52972"
"09.01.2019 03:45 - 09.01.2019 04:00","49885","53344"
"09.01.2019 04:00 - 09.01.2019 04:15","50596","53587"
"09.01.2019 04:15 - 09.01.2019 04:30","50658","54247"
"09.01.2019 04:30 - 09.01.2019 04:45","51050","54717"
"09.01.2019 04:45 - 09.01.2019 05:00","51435","54956"
"09.01.2019 05:00 - 09.01.2019 05:15","52364","56015"
"09.01.2019 05:15 - 09.01.2019 05:30","52771","56626"
"09.01.2019 05:30 - 09.01.2019 05:45","53893","57826"
"09.01.2019 05:45 - 09.01.2019 06:00","55182","58948"
"09.01.2019 06:00 - 09.01.2019 06:15","56945","61278"
"09.01.2019 06:15 - 09.01.2019 06:30","59197","63786"
"09.01.2019 06:30 - 09.01.2019 06:45","60674","65637"
"09.01.2019 06:45 - 09.01.2019 07:00","62117","67487"
"09.01.2019 07:00 - 09.01.2019 07:15","63594","69480"
"09.01.2019 07:15 - 09.01.2019 07:30","63378","70583"
"09.01.2019 07:30 - 09.01.2019 07:45","64289","71586"
"09.01.2019 07:45 - 09.01.2019 08:00","65229","72654"
"09.01.2019 08:00 - 09.01.2019 08:15","66254","73543"
"09.01.2019 08:15 - 09.01.2019 08:30","66031","74019"
"09.01.2019 08:30 - 09.01.2019 08:45","66426","73837"
"09.01.2019 08:45 - 09.01.2019 09:00","66680","73927"
"09.01.2019 09:00 - 09.01.2019 09:15","66548","73841"
"09.01.2019 09:15 - 09.01.2019 09:30","67396","74341"
"09.01.2019 09:30 - 09.01.2019 09:45","67144","74503"
"09.01.2019 09:45 - 09.01.2019 10:00","67757","74883"
"09.01.2019 10:00 - 09.01.2019 10:15","67607","75056"
"09.01.2019 10:15 - 09.01.2019 10:30","67502","74946"
"09.01.2019 10:30 - 09.01.2019 10:45","67617","75148"
"09.01.2019 10:45 - 09.01.2019 11:00","67902","75599"
"09.01.2019 11:00 - 09.01.2019 11:15","68258","75942"
"09.01.2019 11:15 - 09.01.2019 11:30","68590","75977"
"09.01.2019 11:30 - 09.01.2019 11:45","68680","76292"
"09.01.2019 11:45 - 09.01.2019 12:00","68373","76209"
"09.01.2019 12:00 - 09.01.2019 12:15","68043","75706"
"09.01.2019 12:15 - 09.01.2019 12:30","68295","75568"
"09.01.2019 12:30 - 09.01.2019 12:45","68200","75423"
"09.01.2019 12:45 - 09.01.2019 13:00","68462","75463"
"09.01.2019 13:00 - 09.01.2019 13:15","68436","75704"
"09.01.2019 13:15 - 09.01.2019 13:30","68083","75450"
"09.01.2019 13:30 - 09.01.2019 13:45","67830","75047"
"09.01.2019 13:45 - 09.01.2019 14:00","67430","74672"
"09.01.2019 14:00 - 09.01.2019 14:15","67476","74742"
"09.01.2019 14:15 - 09.01.2019 14:30","66991","74760"
"09.01.2019 14:30 - 09.01.2019 14:45","67037","74422"
"09.01.2019 14:45 - 09.01.2019 15:00","67028","74140"
"09.01.2019 15:00 - 09.01.2019 15:15","67086","74263"
"09.01.2019 15:15 - 09.01.2019 15:30","67212","73793"
"09.01.2019 15:30 - 09.01.2019 15:45","67012","73729"
"09.01.2019 15:45 - 09.01.2019 16:00","67091","73540"
