"Time (CET)","Estonia (EE) > Finland (FI) [MW]","Finland (FI) > Estonia (EE) [MW]"
"20.07.2018 00:00 - 20.07.2018 01:00","502","0"
"20.07.2018 01:00 - 20.07.2018 02:00","551","0"
"20.07.2018 02:00 - 20.07.2018 03:00","N/A","N/A"
"20.07.2018 03:00 - 20.07.2018 04:00","538","0"
"20.07.2018 04:00 - 20.07.2018 05:00","543","0"
"20.07.2018 05:00 - 20.07.2018 06:00","445","0"
"20.07.2018 06:00 - 20.07.2018 07:00","437","0"
"20.07.2018 07:00 - 20.07.2018 08:00","164","0"
"20.07.2018 08:00 - 20.07.2018 09:00","16","0"
"20.07.2018 09:00 - 20.07.2018 10:00","0","18"
"20.07.2018 10:00 - 20.07.2018 11:00","53","0"
"20.07.2018 11:00 - 20.07.2018 12:00","0","59"
"20.07.2018 12:00 - 20.07.2018 13:00","0","129"
"20.07.2018 13:00 - 20.07.2018 14:00","0","84"
"20.07.2018 14:00 - 20.07.2018 15:00","66","0"
"20.07.2018 15:00 - 20.07.2018 16:00","65","0"
"20.07.2018 16:00 - 20.07.2018 17:00","0","72"
"20.07.2018 17:00 - 20.07.2018 18:00","0","28"
"20.07.2018 18:00 - 20.07.2018 19:00","0","45"
"20.07.2018 19:00 - 20.07.2018 20:00","0","115"
"20.07.2018 20:00 - 20.07.2018 21:00","0","100"
"20.07.2018 21:00 - 20.07.2018 22:00","0","93"
"20.07.2018 22:00 - 20.07.2018 23:00","0","84"
"20.07.2018 23:00 - 21.07.2018 00:00","256","0"
"21.07.2018 00:00 - 21.07.2018 01:00","131","0"
"21.07.2018 01:00 - 21.07.2018 02:00","345","0"
"21.07.2018 02:00 - 21.07.2018 03:00","N/A","N/A"
"21.07.2018 03:00 - 21.07.2018 04:00","185","0"
"21.07.2018 04:00 - 21.07.2018 05:00","189","0"
"21.07.2018 05:00 - 21.07.2018 06:00","125","0"
"21.07.2018 06:00 - 21.07.2018 07:00","14","0"
"21.07.2018 07:00 - 21.07.2018 08:00","68","0"
"21.07.2018 08:00 - 21.07.2018 09:00","0","287"
"21.07.2018 09:00 - 21.07.2018 10:00","0","547"
"21.07.2018 10:00 - 21.07.2018 11:00","0","509"
"21.07.2018 11:00 - 21.07.2018 12:00","0","503"
"21.07.2018 12:00 - 21.07.2018 13:00","0","503"
"21.07.2018 13:00 - 21.07.2018 14:00","0","453"
"21.07.2018 14:00 - 21.07.2018 15:00","0","443"
"21.07.2018 15:00 - 21.07.2018 16:00","0","120"
"21.07.2018 16:00 - 21.07.2018 17:00","0","83"
"21.07.2018 17:00 - 21.07.2018 18:00","0","114"
"21.07.2018 18:00 - 21.07.2018 19:00","0","151"
"21.07.2018 19:00 - 21.07.2018 20:00","0","303"
"21.07.2018 20:00 - 21.07.2018 21:00","0","292"
"21.07.2018 21:00 - 21.07.2018 22:00","0","126"
"21.07.2018 22:00 - 21.07.2018 23:00","0","138"
"21.07.2018 23:00 - 22.07.2018 00:00","133","0"
"22.07.2018 00:00 - 22.07.2018 01:00","180","0"
"22.07.2018 01:00 - 22.07.2018 02:00","227","0"
"22.07.2018 02:00 - 22.07.2018 03:00","N/A","N/A"
"22.07.2018 03:00 - 22.07.2018 04:00","169","0"
"22.07.2018 04:00 - 22.07.2018 05:00","191","0"
"22.07.2018 05:00 - 22.07.2018 06:00","145","0"
"22.07.2018 06:00 - 22.07.2018 07:00","30","0"
"22.07.2018 07:00 - 22.07.2018 08:00","136","0"
"22.07.2018 08:00 - 22.07.2018 09:00","20","0"
"22.07.2018 09:00 - 22.07.2018 10:00","0","51"
"22.07.2018 10:00 - 22.07.2018 11:00","0","28"
"22.07.2018 11:00 - 22.07.2018 12:00","26","0"
"22.07.2018 12:00 - 22.07.2018 13:00","0","186"
"22.07.2018 13:00 - 22.07.2018 14:00","0","118"
"22.07.2018 14:00 - 22.07.2018 15:00","0","23"
"22.07.2018 15:00 - 22.07.2018 16:00","35","0"
"22.07.2018 16:00 - 22.07.2018 17:00","17","0"
"22.07.2018 17:00 - 22.07.2018 18:00","0","43"
"22.07.2018 18:00 - 22.07.2018 19:00","0","26"
"22.07.2018 19:00 - 22.07.2018 20:00","0","164"
"22.07.2018 20:00 - 22.07.2018 21:00","0","270"
"22.07.2018 21:00 - 22.07.2018 22:00","0","210"
"22.07.2018 22:00 - 22.07.2018 23:00","0","177"
"22.07.2018 23:00 - 23.07.2018 00:00","57","0"
"23.07.2018 00:00 - 23.07.2018 01:00","384","0"
"23.07.2018 01:00 - 23.07.2018 02:00","473","0"
"23.07.2018 02:00 - 23.07.2018 03:00","N/A","N/A"
"23.07.2018 03:00 - 23.07.2018 04:00","379","0"
"23.07.2018 04:00 - 23.07.2018 05:00","431","0"
"23.07.2018 05:00 - 23.07.2018 06:00","606","0"
"23.07.2018 06:00 - 23.07.2018 07:00","53","0"
"23.07.2018 07:00 - 23.07.2018 08:00","0","232"
"23.07.2018 08:00 - 23.07.2018 09:00","0","267"
"23.07.2018 09:00 - 23.07.2018 10:00","0","137"
"23.07.2018 10:00 - 23.07.2018 11:00","0","123"
"23.07.2018 11:00 - 23.07.2018 12:00","0","151"
"23.07.2018 12:00 - 23.07.2018 13:00","0","252"
"23.07.2018 13:00 - 23.07.2018 14:00","0","361"
"23.07.2018 14:00 - 23.07.2018 15:00","0","332"
"23.07.2018 15:00 - 23.07.2018 16:00","0","227"
"23.07.2018 16:00 - 23.07.2018 17:00","0","204"
"23.07.2018 17:00 - 23.07.2018 18:00","0","251"
"23.07.2018 18:00 - 23.07.2018 19:00","0","217"
"23.07.2018 19:00 - 23.07.2018 20:00","0","265"
"23.07.2018 20:00 - 23.07.2018 21:00","0","316"
"23.07.2018 21:00 - 23.07.2018 22:00","0","435"
"23.07.2018 22:00 - 23.07.2018 23:00","0","193"
"23.07.2018 23:00 - 24.07.2018 00:00","146","0"
"24.07.2018 00:00 - 24.07.2018 01:00","295","0"
"24.07.2018 01:00 - 24.07.2018 02:00","438","0"
"24.07.2018 02:00 - 24.07.2018 03:00","N/A","N/A"
"24.07.2018 03:00 - 24.07.2018 04:00","369","0"
"24.07.2018 04:00 - 24.07.2018 05:00","191","0"
"24.07.2018 05:00 - 24.07.2018 06:00","124","0"
"24.07.2018 06:00 - 24.07.2018 07:00","0","9"
"24.07.2018 07:00 - 24.07.2018 08:00","0","243"
"24.07.2018 08:00 - 24.07.2018 09:00","0","405"
"24.07.2018 09:00 - 24.07.2018 10:00","0","337"
"24.07.2018 10:00 - 24.07.2018 11:00","0","342"
"24.07.2018 11:00 - 24.07.2018 12:00","0","336"
"24.07.2018 12:00 - 24.07.2018 13:00","0","332"
"24.07.2018 13:00 - 24.07.2018 14:00","0","386"
"24.07.2018 14:00 - 24.07.2018 15:00","0","365"
"24.07.2018 15:00 - 24.07.2018 16:00","0","240"
"24.07.2018 16:00 - 24.07.2018 17:00","2","0"
"24.07.2018 17:00 - 24.07.2018 18:00","0","56"
"24.07.2018 18:00 - 24.07.2018 19:00","0","205"
"24.07.2018 19:00 - 24.07.2018 20:00","0","295"
"24.07.2018 20:00 - 24.07.2018 21:00","0","285"
"24.07.2018 21:00 - 24.07.2018 22:00","0","254"
"24.07.2018 22:00 - 24.07.2018 23:00","0","205"
"24.07.2018 23:00 - 25.07.2018 00:00","143","0"
"25.07.2018 00:00 - 25.07.2018 01:00","194","0"
"25.07.2018 01:00 - 25.07.2018 02:00","288","0"
"25.07.2018 02:00 - 25.07.2018 03:00","N/A","N/A"
"25.07.2018 03:00 - 25.07.2018 04:00","258","0"
"25.07.2018 04:00 - 25.07.2018 05:00","291","0"
"25.07.2018 05:00 - 25.07.2018 06:00","73","0"
"25.07.2018 06:00 - 25.07.2018 07:00","6","0"
"25.07.2018 07:00 - 25.07.2018 08:00","0","333"
"25.07.2018 08:00 - 25.07.2018 09:00","0","372"
"25.07.2018 09:00 - 25.07.2018 10:00","0","380"
"25.07.2018 10:00 - 25.07.2018 11:00","0","320"
"25.07.2018 11:00 - 25.07.2018 12:00","0","359"
"25.07.2018 12:00 - 25.07.2018 13:00","0","381"
"25.07.2018 13:00 - 25.07.2018 14:00","0","350"
"25.07.2018 14:00 - 25.07.2018 15:00","0","227"
"25.07.2018 15:00 - 25.07.2018 16:00","0","124"
"25.07.2018 16:00 - 25.07.2018 17:00","0","207"
"25.07.2018 17:00 - 25.07.2018 18:00","0","229"
"25.07.2018 18:00 - 25.07.2018 19:00","0","188"
"25.07.2018 19:00 - 25.07.2018 20:00","0","239"
"25.07.2018 20:00 - 25.07.2018 21:00","0","220"
"25.07.2018 21:00 - 25.07.2018 22:00","0","247"
"25.07.2018 22:00 - 25.07.2018 23:00","0","172"
"25.07.2018 23:00 - 26.07.2018 00:00","132","0"
"26.07.2018 00:00 - 26.07.2018 01:00","231","0"
"26.07.2018 01:00 - 26.07.2018 02:00","320","0"
"26.07.2018 02:00 - 26.07.2018 03:00","N/A","N/A"
"26.07.2018 03:00 - 26.07.2018 04:00","217","0"
"26.07.2018 04:00 - 26.07.2018 05:00","218","0"
"26.07.2018 05:00 - 26.07.2018 06:00","39","0"
"26.07.2018 06:00 - 26.07.2018 07:00","0","41"
"26.07.2018 07:00 - 26.07.2018 08:00","0","333"
"26.07.2018 08:00 - 26.07.2018 09:00","0","389"
"26.07.2018 09:00 - 26.07.2018 10:00","0","405"
"26.07.2018 10:00 - 26.07.2018 11:00","0","252"
"26.07.2018 11:00 - 26.07.2018 12:00","0","180"
"26.07.2018 12:00 - 26.07.2018 13:00","0","231"
"26.07.2018 13:00 - 26.07.2018 14:00","0","222"
"26.07.2018 14:00 - 26.07.2018 15:00","0","167"
"26.07.2018 15:00 - 26.07.2018 16:00","0","197"
"26.07.2018 16:00 - 26.07.2018 17:00","0","113"
"26.07.2018 17:00 - 26.07.2018 18:00","0","188"
"26.07.2018 18:00 - 26.07.2018 19:00","0","216"
"26.07.2018 19:00 - 26.07.2018 20:00","0","304"
"26.07.2018 20:00 - 26.07.2018 21:00","0","237"
"26.07.2018 21:00 - 26.07.2018 22:00","0","258"
"26.07.2018 22:00 - 26.07.2018 23:00","0","53"
"26.07.2018 23:00 - 27.07.2018 00:00","142","0"
"27.07.2018 00:00 - 27.07.2018 01:00","377","0"
"27.07.2018 01:00 - 27.07.2018 02:00","347","0"
"27.07.2018 02:00 - 27.07.2018 03:00","N/A","N/A"
"27.07.2018 03:00 - 27.07.2018 04:00","309","0"
"27.07.2018 04:00 - 27.07.2018 05:00","350","0"
"27.07.2018 05:00 - 27.07.2018 06:00","463","0"
"27.07.2018 06:00 - 27.07.2018 07:00","31","0"
"27.07.2018 07:00 - 27.07.2018 08:00","0","15"
"27.07.2018 08:00 - 27.07.2018 09:00","0","124"
"27.07.2018 09:00 - 27.07.2018 10:00","0","16"
"27.07.2018 10:00 - 27.07.2018 11:00","5","0"
"27.07.2018 11:00 - 27.07.2018 12:00","0","6"
"27.07.2018 12:00 - 27.07.2018 13:00","0","65"
"27.07.2018 13:00 - 27.07.2018 14:00","70","0"
"27.07.2018 14:00 - 27.07.2018 15:00","156","0"
"27.07.2018 15:00 - 27.07.2018 16:00","0","24"
"27.07.2018 16:00 - 27.07.2018 17:00","8","0"
"27.07.2018 17:00 - 27.07.2018 18:00","67","0"
"27.07.2018 18:00 - 27.07.2018 19:00","33","0"
"27.07.2018 19:00 - 27.07.2018 20:00","0","158"
"27.07.2018 20:00 - 27.07.2018 21:00","0","221"
"27.07.2018 21:00 - 27.07.2018 22:00","0","308"
"27.07.2018 22:00 - 27.07.2018 23:00","0","20"
"27.07.2018 23:00 - 28.07.2018 00:00","283","0"
"28.07.2018 00:00 - 28.07.2018 01:00","105","0"
"28.07.2018 01:00 - 28.07.2018 02:00","185","0"
"28.07.2018 02:00 - 28.07.2018 03:00","N/A","N/A"
"28.07.2018 03:00 - 28.07.2018 04:00","159","0"
"28.07.2018 04:00 - 28.07.2018 05:00","183","0"
"28.07.2018 05:00 - 28.07.2018 06:00","161","0"
"28.07.2018 06:00 - 28.07.2018 07:00","353","0"
"28.07.2018 07:00 - 28.07.2018 08:00","281","0"
"28.07.2018 08:00 - 28.07.2018 09:00","0","100"
"28.07.2018 09:00 - 28.07.2018 10:00","0","326"
"28.07.2018 10:00 - 28.07.2018 11:00","0","348"
"28.07.2018 11:00 - 28.07.2018 12:00","0","336"
"28.07.2018 12:00 - 28.07.2018 13:00","0","247"
"28.07.2018 13:00 - 28.07.2018 14:00","0","217"
"28.07.2018 14:00 - 28.07.2018 15:00","0","68"
"28.07.2018 15:00 - 28.07.2018 16:00","4","0"
"28.07.2018 16:00 - 28.07.2018 17:00","24","0"
"28.07.2018 17:00 - 28.07.2018 18:00","36","0"
"28.07.2018 18:00 - 28.07.2018 19:00","0","19"
"28.07.2018 19:00 - 28.07.2018 20:00","0","101"
"28.07.2018 20:00 - 28.07.2018 21:00","0","167"
"28.07.2018 21:00 - 28.07.2018 22:00","0","32"
"28.07.2018 22:00 - 28.07.2018 23:00","0","34"
"28.07.2018 23:00 - 29.07.2018 00:00","101","0"
"29.07.2018 00:00 - 29.07.2018 01:00","162","0"
"29.07.2018 01:00 - 29.07.2018 02:00","170","0"
"29.07.2018 02:00 - 29.07.2018 03:00","N/A","N/A"
"29.07.2018 03:00 - 29.07.2018 04:00","133","0"
"29.07.2018 04:00 - 29.07.2018 05:00","163","0"
"29.07.2018 05:00 - 29.07.2018 06:00","106","0"
"29.07.2018 06:00 - 29.07.2018 07:00","133","0"
"29.07.2018 07:00 - 29.07.2018 08:00","300","0"
"29.07.2018 08:00 - 29.07.2018 09:00","104","0"
"29.07.2018 09:00 - 29.07.2018 10:00","3","0"
"29.07.2018 10:00 - 29.07.2018 11:00","0","119"
"29.07.2018 11:00 - 29.07.2018 12:00","0","150"
"29.07.2018 12:00 - 29.07.2018 13:00","0","129"
"29.07.2018 13:00 - 29.07.2018 14:00","0","126"
"29.07.2018 14:00 - 29.07.2018 15:00","0","112"
"29.07.2018 15:00 - 29.07.2018 16:00","0","113"
"29.07.2018 16:00 - 29.07.2018 17:00","0","147"
"29.07.2018 17:00 - 29.07.2018 18:00","0","192"
"29.07.2018 18:00 - 29.07.2018 19:00","0","272"
"29.07.2018 19:00 - 29.07.2018 20:00","0","456"
"29.07.2018 20:00 - 29.07.2018 21:00","0","434"
"29.07.2018 21:00 - 29.07.2018 22:00","0","415"
"29.07.2018 22:00 - 29.07.2018 23:00","0","460"
"29.07.2018 23:00 - 30.07.2018 00:00","0","119"
"30.07.2018 00:00 - 30.07.2018 01:00","197","0"
"30.07.2018 01:00 - 30.07.2018 02:00","328","0"
"30.07.2018 02:00 - 30.07.2018 03:00","N/A","N/A"
"30.07.2018 03:00 - 30.07.2018 04:00","240","0"
"30.07.2018 04:00 - 30.07.2018 05:00","283","0"
"30.07.2018 05:00 - 30.07.2018 06:00","425","0"
"30.07.2018 06:00 - 30.07.2018 07:00","192","0"
"30.07.2018 07:00 - 30.07.2018 08:00","0","62"
"30.07.2018 08:00 - 30.07.2018 09:00","68","0"
"30.07.2018 09:00 - 30.07.2018 10:00","266","0"
"30.07.2018 10:00 - 30.07.2018 11:00","38","0"
"30.07.2018 11:00 - 30.07.2018 12:00","0","86"
"30.07.2018 12:00 - 30.07.2018 13:00","0","158"
"30.07.2018 13:00 - 30.07.2018 14:00","0","255"
"30.07.2018 14:00 - 30.07.2018 15:00","0","133"
"30.07.2018 15:00 - 30.07.2018 16:00","0","39"
"30.07.2018 16:00 - 30.07.2018 17:00","0","5"
"30.07.2018 17:00 - 30.07.2018 18:00","0","25"
"30.07.2018 18:00 - 30.07.2018 19:00","15","0"
"30.07.2018 19:00 - 30.07.2018 20:00","42","0"
"30.07.2018 20:00 - 30.07.2018 21:00","0","95"
"30.07.2018 21:00 - 30.07.2018 22:00","0","168"
"30.07.2018 22:00 - 30.07.2018 23:00","0","233"
"30.07.2018 23:00 - 31.07.2018 00:00","58","0"
"31.07.2018 00:00 - 31.07.2018 01:00","84","0"
"31.07.2018 01:00 - 31.07.2018 02:00","58","0"
"31.07.2018 02:00 - 31.07.2018 03:00","N/A","N/A"
"31.07.2018 03:00 - 31.07.2018 04:00","30","0"
"31.07.2018 04:00 - 31.07.2018 05:00","196","0"
"31.07.2018 05:00 - 31.07.2018 06:00","270","0"
"31.07.2018 06:00 - 31.07.2018 07:00","275","0"
"31.07.2018 07:00 - 31.07.2018 08:00","0","56"
"31.07.2018 08:00 - 31.07.2018 09:00","72","0"
"31.07.2018 09:00 - 31.07.2018 10:00","0","57"
"31.07.2018 10:00 - 31.07.2018 11:00","0","159"
"31.07.2018 11:00 - 31.07.2018 12:00","0","106"
"31.07.2018 12:00 - 31.07.2018 13:00","0","178"
"31.07.2018 13:00 - 31.07.2018 14:00","0","267"
"31.07.2018 14:00 - 31.07.2018 15:00","0","174"
"31.07.2018 15:00 - 31.07.2018 16:00","0","335"
"31.07.2018 16:00 - 31.07.2018 17:00","0","36"
"31.07.2018 17:00 - 31.07.2018 18:00","134","0"
"31.07.2018 18:00 - 31.07.2018 19:00","90","0"
"31.07.2018 19:00 - 31.07.2018 20:00","136","0"
"31.07.2018 20:00 - 31.07.2018 21:00","0","32"
"31.07.2018 21:00 - 31.07.2018 22:00","0","35"
"31.07.2018 22:00 - 31.07.2018 23:00","0","310"
"31.07.2018 23:00 - 01.08.2018 00:00","14","0"
"01.08.2018 00:00 - 01.08.2018 01:00","246","0"
"01.08.2018 01:00 - 01.08.2018 02:00","115","0"
"01.08.2018 02:00 - 01.08.2018 03:00","N/A","N/A"
"01.08.2018 03:00 - 01.08.2018 04:00","30","0"
"01.08.2018 04:00 - 01.08.2018 05:00","16","0"
"01.08.2018 05:00 - 01.08.2018 06:00","132","0"
"01.08.2018 06:00 - 01.08.2018 07:00","0","114"
"01.08.2018 07:00 - 01.08.2018 08:00","0","81"
"01.08.2018 08:00 - 01.08.2018 09:00","0","101"
"01.08.2018 09:00 - 01.08.2018 10:00","0","365"
"01.08.2018 10:00 - 01.08.2018 11:00","0","297"
"01.08.2018 11:00 - 01.08.2018 12:00","0","193"
"01.08.2018 12:00 - 01.08.2018 13:00","0","339"
"01.08.2018 13:00 - 01.08.2018 14:00","0","349"
"01.08.2018 14:00 - 01.08.2018 15:00","0","344"
"01.08.2018 15:00 - 01.08.2018 16:00","0","202"
"01.08.2018 16:00 - 01.08.2018 17:00","0","242"
"01.08.2018 17:00 - 01.08.2018 18:00","0","109"
"01.08.2018 18:00 - 01.08.2018 19:00","0","76"
"01.08.2018 19:00 - 01.08.2018 20:00","0","132"
"01.08.2018 20:00 - 01.08.2018 21:00","0","389"
"01.08.2018 21:00 - 01.08.2018 22:00","0","451"
"01.08.2018 22:00 - 01.08.2018 23:00","0","382"
"01.08.2018 23:00 - 02.08.2018 00:00","134","0"
"02.08.2018 00:00 - 02.08.2018 01:00","258","0"
"02.08.2018 01:00 - 02.08.2018 02:00","277","0"
"02.08.2018 02:00 - 02.08.2018 03:00","N/A","N/A"
"02.08.2018 03:00 - 02.08.2018 04:00","318","0"
"02.08.2018 04:00 - 02.08.2018 05:00","397","0"
"02.08.2018 05:00 - 02.08.2018 06:00","219","0"
"02.08.2018 06:00 - 02.08.2018 07:00","5","0"
"02.08.2018 07:00 - 02.08.2018 08:00","0","348"
"02.08.2018 08:00 - 02.08.2018 09:00","0","346"
"02.08.2018 09:00 - 02.08.2018 10:00","0","338"
"02.08.2018 10:00 - 02.08.2018 11:00","0","348"
"02.08.2018 11:00 - 02.08.2018 12:00","0","331"
"02.08.2018 12:00 - 02.08.2018 13:00","0","329"
"02.08.2018 13:00 - 02.08.2018 14:00","0","313"
"02.08.2018 14:00 - 02.08.2018 15:00","0","351"
"02.08.2018 15:00 - 02.08.2018 16:00","0","340"
"02.08.2018 16:00 - 02.08.2018 17:00","0","315"
"02.08.2018 17:00 - 02.08.2018 18:00","0","262"
"02.08.2018 18:00 - 02.08.2018 19:00","0","265"
"02.08.2018 19:00 - 02.08.2018 20:00","0","215"
"02.08.2018 20:00 - 02.08.2018 21:00","0","222"
"02.08.2018 21:00 - 02.08.2018 22:00","0","343"
"02.08.2018 22:00 - 02.08.2018 23:00","0","317"
"02.08.2018 23:00 - 03.08.2018 00:00","210","0"
"03.08.2018 00:00 - 03.08.2018 01:00","275","0"
"03.08.2018 01:00 - 03.08.2018 02:00","268","0"
"03.08.2018 02:00 - 03.08.2018 03:00","N/A","N/A"
"03.08.2018 03:00 - 03.08.2018 04:00","38","0"
"03.08.2018 04:00 - 03.08.2018 05:00","0","28"
"03.08.2018 05:00 - 03.08.2018 06:00","54","0"
"03.08.2018 06:00 - 03.08.2018 07:00","0","224"
"03.08.2018 07:00 - 03.08.2018 08:00","0","282"
"03.08.2018 08:00 - 03.08.2018 09:00","0","256"
"03.08.2018 09:00 - 03.08.2018 10:00","0","162"
"03.08.2018 10:00 - 03.08.2018 11:00","0","196"
"03.08.2018 11:00 - 03.08.2018 12:00","0","166"
"03.08.2018 12:00 - 03.08.2018 13:00","0","283"
"03.08.2018 13:00 - 03.08.2018 14:00","0","305"
"03.08.2018 14:00 - 03.08.2018 15:00","0","251"
"03.08.2018 15:00 - 03.08.2018 16:00","0","226"
"03.08.2018 16:00 - 03.08.2018 17:00","0","133"
"03.08.2018 17:00 - 03.08.2018 18:00","0","164"
"03.08.2018 18:00 - 03.08.2018 19:00","0","152"
"03.08.2018 19:00 - 03.08.2018 20:00","0","167"
"03.08.2018 20:00 - 03.08.2018 21:00","0","174"
"03.08.2018 21:00 - 03.08.2018 22:00","0","246"
"03.08.2018 22:00 - 03.08.2018 23:00","0","205"
"03.08.2018 23:00 - 04.08.2018 00:00","59","0"
"04.08.2018 00:00 - 04.08.2018 01:00","61","0"
"04.08.2018 01:00 - 04.08.2018 02:00","324","0"
"04.08.2018 02:00 - 04.08.2018 03:00","N/A","N/A"
"04.08.2018 03:00 - 04.08.2018 04:00","375","0"
"04.08.2018 04:00 - 04.08.2018 05:00","392","0"
"04.08.2018 05:00 - 04.08.2018 06:00","320","0"
"04.08.2018 06:00 - 04.08.2018 07:00","200","0"
"04.08.2018 07:00 - 04.08.2018 08:00","0","61"
"04.08.2018 08:00 - 04.08.2018 09:00","0","306"
"04.08.2018 09:00 - 04.08.2018 10:00","0","220"
"04.08.2018 10:00 - 04.08.2018 11:00","0","302"
"04.08.2018 11:00 - 04.08.2018 12:00","0","281"
"04.08.2018 12:00 - 04.08.2018 13:00","0","266"
"04.08.2018 13:00 - 04.08.2018 14:00","0","284"
"04.08.2018 14:00 - 04.08.2018 15:00","0","238"
"04.08.2018 15:00 - 04.08.2018 16:00","0","222"
"04.08.2018 16:00 - 04.08.2018 17:00","0","208"
"04.08.2018 17:00 - 04.08.2018 18:00","0","175"
"04.08.2018 18:00 - 04.08.2018 19:00","0","188"
"04.08.2018 19:00 - 04.08.2018 20:00","0","185"
"04.08.2018 20:00 - 04.08.2018 21:00","0","174"
"04.08.2018 21:00 - 04.08.2018 22:00","0","249"
"04.08.2018 22:00 - 04.08.2018 23:00","0","34"
"04.08.2018 23:00 - 05.08.2018 00:00","77","0"
"05.08.2018 00:00 - 05.08.2018 01:00","0","32"
"05.08.2018 01:00 - 05.08.2018 02:00","0","39"
"05.08.2018 02:00 - 05.08.2018 03:00","N/A","N/A"
"05.08.2018 03:00 - 05.08.2018 04:00","0","117"
"05.08.2018 04:00 - 05.08.2018 05:00","0","153"
"05.08.2018 05:00 - 05.08.2018 06:00","0","91"
"05.08.2018 06:00 - 05.08.2018 07:00","0","49"
"05.08.2018 07:00 - 05.08.2018 08:00","64","0"
"05.08.2018 08:00 - 05.08.2018 09:00","10","0"
"05.08.2018 09:00 - 05.08.2018 10:00","0","31"
"05.08.2018 10:00 - 05.08.2018 11:00","0","50"
"05.08.2018 11:00 - 05.08.2018 12:00","0","31"
"05.08.2018 12:00 - 05.08.2018 13:00","27","0"
"05.08.2018 13:00 - 05.08.2018 14:00","108","0"
"05.08.2018 14:00 - 05.08.2018 15:00","171","0"
"05.08.2018 15:00 - 05.08.2018 16:00","181","0"
"05.08.2018 16:00 - 05.08.2018 17:00","175","0"
"05.08.2018 17:00 - 05.08.2018 18:00","8","0"
"05.08.2018 18:00 - 05.08.2018 19:00","10","0"
"05.08.2018 19:00 - 05.08.2018 20:00","0","132"
"05.08.2018 20:00 - 05.08.2018 21:00","0","400"
"05.08.2018 21:00 - 05.08.2018 22:00","0","387"
"05.08.2018 22:00 - 05.08.2018 23:00","0","269"
"05.08.2018 23:00 - 06.08.2018 00:00","0","82"
"06.08.2018 00:00 - 06.08.2018 01:00","38","0"
"06.08.2018 01:00 - 06.08.2018 02:00","82","0"
"06.08.2018 02:00 - 06.08.2018 03:00","N/A","N/A"
"06.08.2018 03:00 - 06.08.2018 04:00","3","0"
"06.08.2018 04:00 - 06.08.2018 05:00","4","0"
"06.08.2018 05:00 - 06.08.2018 06:00","0","2"
"06.08.2018 06:00 - 06.08.2018 07:00","0","190"
"06.08.2018 07:00 - 06.08.2018 08:00","0","387"
"06.08.2018 08:00 - 06.08.2018 09:00","0","405"
"06.08.2018 09:00 - 06.08.2018 10:00","0","370"
"06.08.2018 10:00 - 06.08.2018 11:00","0","401"
"06.08.2018 11:00 - 06.08.2018 12:00","0","367"
"06.08.2018 12:00 - 06.08.2018 13:00","0","383"
"06.08.2018 13:00 - 06.08.2018 14:00","0","301"
"06.08.2018 14:00 - 06.08.2018 15:00","0","322"
"06.08.2018 15:00 - 06.08.2018 16:00","0","282"
"06.08.2018 16:00 - 06.08.2018 17:00","0","288"
"06.08.2018 17:00 - 06.08.2018 18:00","0","333"
"06.08.2018 18:00 - 06.08.2018 19:00","0","299"
"06.08.2018 19:00 - 06.08.2018 20:00","0","282"
"06.08.2018 20:00 - 06.08.2018 21:00","0","236"
"06.08.2018 21:00 - 06.08.2018 22:00","0","315"
"06.08.2018 22:00 - 06.08.2018 23:00","0","306"
"06.08.2018 23:00 - 07.08.2018 00:00","0","207"
"07.08.2018 00:00 - 07.08.2018 01:00","148","0"
"07.08.2018 01:00 - 07.08.2018 02:00","381","0"
"07.08.2018 02:00 - 07.08.2018 03:00","N/A","N/A"
"07.08.2018 03:00 - 07.08.2018 04:00","409","0"
"07.08.2018 04:00 - 07.08.2018 05:00","384","0"
"07.08.2018 05:00 - 07.08.2018 06:00","192","0"
"07.08.2018 06:00 - 07.08.2018 07:00","0","279"
"07.08.2018 07:00 - 07.08.2018 08:00","0","436"
"07.08.2018 08:00 - 07.08.2018 09:00","0","490"
"07.08.2018 09:00 - 07.08.2018 10:00","0","510"
"07.08.2018 10:00 - 07.08.2018 11:00","0","503"
"07.08.2018 11:00 - 07.08.2018 12:00","0","477"
"07.08.2018 12:00 - 07.08.2018 13:00","0","498"
"07.08.2018 13:00 - 07.08.2018 14:00","0","488"
"07.08.2018 14:00 - 07.08.2018 15:00","0","487"
"07.08.2018 15:00 - 07.08.2018 16:00","0","461"
"07.08.2018 16:00 - 07.08.2018 17:00","0","440"
"07.08.2018 17:00 - 07.08.2018 18:00","0","432"
"07.08.2018 18:00 - 07.08.2018 19:00","0","427"
"07.08.2018 19:00 - 07.08.2018 20:00","0","395"
"07.08.2018 20:00 - 07.08.2018 21:00","0","328"
"07.08.2018 21:00 - 07.08.2018 22:00","0","450"
"07.08.2018 22:00 - 07.08.2018 23:00","0","397"
"07.08.2018 23:00 - 08.08.2018 00:00","68","0"
"08.08.2018 00:00 - 08.08.2018 01:00","327","0"
"08.08.2018 01:00 - 08.08.2018 02:00","234","0"
"08.08.2018 02:00 - 08.08.2018 03:00","N/A","N/A"
"08.08.2018 03:00 - 08.08.2018 04:00","33","0"
"08.08.2018 04:00 - 08.08.2018 05:00","4","0"
"08.08.2018 05:00 - 08.08.2018 06:00","76","0"
