"Time (CET)","Day-ahead Total Load Forecast [MW] - Austria (AT)","Actual Total Load [MW] - Austria (AT)"
"05.01.2019 11:00 - 05.01.2019 11:15","7768","8774"
"05.01.2019 11:15 - 05.01.2019 11:30","7800","8796"
"05.01.2019 11:30 - 05.01.2019 11:45","7792","8792"
"05.01.2019 11:45 - 05.01.2019 12:00","7748","8825"
"05.01.2019 12:00 - 05.01.2019 12:15","7760","8824"
"05.01.2019 12:15 - 05.01.2019 12:30","7684","8762"
"05.01.2019 12:30 - 05.01.2019 12:45","7616","8698"
"05.01.2019 12:45 - 05.01.2019 13:00","7572","8646"
"05.01.2019 13:00 - 05.01.2019 13:15","7568","8643"
"05.01.2019 13:15 - 05.01.2019 13:30","7528","8523"
"05.01.2019 13:30 - 05.01.2019 13:45","7492","8505"
"05.01.2019 13:45 - 05.01.2019 14:00","7456","8453"
"05.01.2019 14:00 - 05.01.2019 14:15","7436","8413"
"05.01.2019 14:15 - 05.01.2019 14:30","7420","8376"
"05.01.2019 14:30 - 05.01.2019 14:45","7444","8396"
"05.01.2019 14:45 - 05.01.2019 15:00","7432","8371"
"05.01.2019 15:00 - 05.01.2019 15:15","7456","8385"
"05.01.2019 15:15 - 05.01.2019 15:30","7464","8376"
"05.01.2019 15:30 - 05.01.2019 15:45","7520","8396"
"05.01.2019 15:45 - 05.01.2019 16:00","7568","8426"
"05.01.2019 16:00 - 05.01.2019 16:15","7640","8458"
"05.01.2019 16:15 - 05.01.2019 16:30","7736","8498"
"05.01.2019 16:30 - 05.01.2019 16:45","7868","8596"
"05.01.2019 16:45 - 05.01.2019 17:00","7984","8733"
"05.01.2019 17:00 - 05.01.2019 17:15","8068","8873"
"05.01.2019 17:15 - 05.01.2019 17:30","8104","8856"
"05.01.2019 17:30 - 05.01.2019 17:45","8108","8858"
"05.01.2019 17:45 - 05.01.2019 18:00","8104","8840"
"05.01.2019 18:00 - 05.01.2019 18:15","8064","8787"
"05.01.2019 18:15 - 05.01.2019 18:30","7964","8650"
"05.01.2019 18:30 - 05.01.2019 18:45","7864","8550"
"05.01.2019 18:45 - 05.01.2019 19:00","7780","8437"
"05.01.2019 19:00 - 05.01.2019 19:15","7616","8175"
"05.01.2019 19:15 - 05.01.2019 19:30","7520","8028"
"05.01.2019 19:30 - 05.01.2019 19:45","7436","7943"
"05.01.2019 19:45 - 05.01.2019 20:00","7352","7849"
"05.01.2019 20:00 - 05.01.2019 20:15","7252","7804"
"05.01.2019 20:15 - 05.01.2019 20:30","7140","7694"
"05.01.2019 20:30 - 05.01.2019 20:45","7056","7603"
"05.01.2019 20:45 - 05.01.2019 21:00","6960","7450"
"05.01.2019 21:00 - 05.01.2019 21:15","6840","7291"
"05.01.2019 21:15 - 05.01.2019 21:30","6724","7166"
"05.01.2019 21:30 - 05.01.2019 21:45","6616","7032"
"05.01.2019 21:45 - 05.01.2019 22:00","6572","6941"
"05.01.2019 22:00 - 05.01.2019 22:15","6788","7154"
"05.01.2019 22:15 - 05.01.2019 22:30","6752","7092"
"05.01.2019 22:30 - 05.01.2019 22:45","6624","6958"
"05.01.2019 22:45 - 05.01.2019 23:00","6512","6874"
"05.01.2019 23:00 - 05.01.2019 23:15","6412","6767"
"05.01.2019 23:15 - 05.01.2019 23:30","6276","6631"
"05.01.2019 23:30 - 05.01.2019 23:45","6136","6552"
"05.01.2019 23:45 - 06.01.2019 00:00","6024","6431"
"06.01.2019 00:00 - 06.01.2019 00:15","5972","6386"
"06.01.2019 00:15 - 06.01.2019 00:30","5860","6302"
"06.01.2019 00:30 - 06.01.2019 00:45","5756","6232"
"06.01.2019 00:45 - 06.01.2019 01:00","5660","6134"
"06.01.2019 01:00 - 06.01.2019 01:15","5640","6161"
"06.01.2019 01:15 - 06.01.2019 01:30","5552","6072"
"06.01.2019 01:30 - 06.01.2019 01:45","5468","5982"
"06.01.2019 01:45 - 06.01.2019 02:00","5400","5896"
"06.01.2019 02:00 - 06.01.2019 02:15","5472","5964"
"06.01.2019 02:15 - 06.01.2019 02:30","5412","5914"
"06.01.2019 02:30 - 06.01.2019 02:45","5336","5853"
"06.01.2019 02:45 - 06.01.2019 03:00","5276","5786"
"06.01.2019 03:00 - 06.01.2019 03:15","5244","5734"
"06.01.2019 03:15 - 06.01.2019 03:30","5200","5707"
"06.01.2019 03:30 - 06.01.2019 03:45","5164","5714"
"06.01.2019 03:45 - 06.01.2019 04:00","5152","5690"
"06.01.2019 04:00 - 06.01.2019 04:15","5176","5655"
"06.01.2019 04:15 - 06.01.2019 04:30","5180","5614"
"06.01.2019 04:30 - 06.01.2019 04:45","5200","5628"
"06.01.2019 04:45 - 06.01.2019 05:00","5232","5666"
"06.01.2019 05:00 - 06.01.2019 05:15","5308","5796"
"06.01.2019 05:15 - 06.01.2019 05:30","5328","5828"
"06.01.2019 05:30 - 06.01.2019 05:45","5380","5857"
"06.01.2019 05:45 - 06.01.2019 06:00","5408","5888"
"06.01.2019 06:00 - 06.01.2019 06:15","5400","5957"
"06.01.2019 06:15 - 06.01.2019 06:30","5480","6029"
"06.01.2019 06:30 - 06.01.2019 06:45","5580","6099"
"06.01.2019 06:45 - 06.01.2019 07:00","5676","6167"
"06.01.2019 07:00 - 06.01.2019 07:15","5888","6482"
"06.01.2019 07:15 - 06.01.2019 07:30","5988","6588"
"06.01.2019 07:30 - 06.01.2019 07:45","6088","6673"
"06.01.2019 07:45 - 06.01.2019 08:00","6176","6746"
"06.01.2019 08:00 - 06.01.2019 08:15","6288","6853"
"06.01.2019 08:15 - 06.01.2019 08:30","6376","6948"
"06.01.2019 08:30 - 06.01.2019 08:45","6480","7096"
"06.01.2019 08:45 - 06.01.2019 09:00","6576","7182"
"06.01.2019 09:00 - 06.01.2019 09:15","6688","7298"
"06.01.2019 09:15 - 06.01.2019 09:30","6756","7368"
"06.01.2019 09:30 - 06.01.2019 09:45","6828","7456"
"06.01.2019 09:45 - 06.01.2019 10:00","6888","7538"
"06.01.2019 10:00 - 06.01.2019 10:15","6952","7610"
"06.01.2019 10:15 - 06.01.2019 10:30","7008","7715"
"06.01.2019 10:30 - 06.01.2019 10:45","7044","7792"
"06.01.2019 10:45 - 06.01.2019 11:00","7092","7876"
"06.01.2019 11:00 - 06.01.2019 11:15","7112","7894"
"06.01.2019 11:15 - 06.01.2019 11:30","7164","7958"
"06.01.2019 11:30 - 06.01.2019 11:45","7152","7979"
"06.01.2019 11:45 - 06.01.2019 12:00","7088","7940"
"06.01.2019 12:00 - 06.01.2019 12:15","7088","7955"
"06.01.2019 12:15 - 06.01.2019 12:30","6992","7846"
"06.01.2019 12:30 - 06.01.2019 12:45","6908","7756"
"06.01.2019 12:45 - 06.01.2019 13:00","6848","7698"
"06.01.2019 13:00 - 06.01.2019 13:15","6824","7706"
"06.01.2019 13:15 - 06.01.2019 13:30","6776","7668"
"06.01.2019 13:30 - 06.01.2019 13:45","6732","7610"
"06.01.2019 13:45 - 06.01.2019 14:00","6688","7560"
"06.01.2019 14:00 - 06.01.2019 14:15","6664","7521"
"06.01.2019 14:15 - 06.01.2019 14:30","6644","7474"
"06.01.2019 14:30 - 06.01.2019 14:45","6632","7470"
"06.01.2019 14:45 - 06.01.2019 15:00","6616","7450"
"06.01.2019 15:00 - 06.01.2019 15:15","6636","7486"
"06.01.2019 15:15 - 06.01.2019 15:30","6648","7504"
"06.01.2019 15:30 - 06.01.2019 15:45","6680","7530"
"06.01.2019 15:45 - 06.01.2019 16:00","6728","7547"
"06.01.2019 16:00 - 06.01.2019 16:15","6820","7563"
"06.01.2019 16:15 - 06.01.2019 16:30","6920","7673"
"06.01.2019 16:30 - 06.01.2019 16:45","7068","7893"
"06.01.2019 16:45 - 06.01.2019 17:00","7200","8019"
"06.01.2019 17:00 - 06.01.2019 17:15","7296","8088"
"06.01.2019 17:15 - 06.01.2019 17:30","7364","8127"
"06.01.2019 17:30 - 06.01.2019 17:45","7392","8098"
"06.01.2019 17:45 - 06.01.2019 18:00","7412","8102"
"06.01.2019 18:00 - 06.01.2019 18:15","7440","8136"
"06.01.2019 18:15 - 06.01.2019 18:30","7412","8080"
"06.01.2019 18:30 - 06.01.2019 18:45","7380","8046"
"06.01.2019 18:45 - 06.01.2019 19:00","7336","8014"
"06.01.2019 19:00 - 06.01.2019 19:15","7212","7826"
"06.01.2019 19:15 - 06.01.2019 19:30","7152","7765"
"06.01.2019 19:30 - 06.01.2019 19:45","7088","7728"
"06.01.2019 19:45 - 06.01.2019 20:00","7020","7648"
"06.01.2019 20:00 - 06.01.2019 20:15","6944","7620"
"06.01.2019 20:15 - 06.01.2019 20:30","6840","7482"
"06.01.2019 20:30 - 06.01.2019 20:45","6768","7450"
"06.01.2019 20:45 - 06.01.2019 21:00","6672","7325"
"06.01.2019 21:00 - 06.01.2019 21:15","6564","7218"
"06.01.2019 21:15 - 06.01.2019 21:30","6460","7127"
"06.01.2019 21:30 - 06.01.2019 21:45","6376","7086"
"06.01.2019 21:45 - 06.01.2019 22:00","6352","7049"
"06.01.2019 22:00 - 06.01.2019 22:15","6608","7235"
"06.01.2019 22:15 - 06.01.2019 22:30","6584","7217"
"06.01.2019 22:30 - 06.01.2019 22:45","6480","7166"
"06.01.2019 22:45 - 06.01.2019 23:00","6372","7100"
"06.01.2019 23:00 - 06.01.2019 23:15","6308","6930"
"06.01.2019 23:15 - 06.01.2019 23:30","6180","6789"
"06.01.2019 23:30 - 06.01.2019 23:45","6056","6685"
"06.01.2019 23:45 - 07.01.2019 00:00","6008","6609"
"07.01.2019 00:00 - 07.01.2019 00:15","6460","6533"
"07.01.2019 00:15 - 07.01.2019 00:30","6348","6459"
"07.01.2019 00:30 - 07.01.2019 00:45","6248","6340"
"07.01.2019 00:45 - 07.01.2019 01:00","6164","6216"
"07.01.2019 01:00 - 07.01.2019 01:15","6144","6206"
"07.01.2019 01:15 - 07.01.2019 01:30","6064","6128"
"07.01.2019 01:30 - 07.01.2019 01:45","6000","6035"
"07.01.2019 01:45 - 07.01.2019 02:00","5936","5990"
"07.01.2019 02:00 - 07.01.2019 02:15","6004","6037"
"07.01.2019 02:15 - 07.01.2019 02:30","5964","5981"
"07.01.2019 02:30 - 07.01.2019 02:45","5904","5931"
"07.01.2019 02:45 - 07.01.2019 03:00","5848","5896"
"07.01.2019 03:00 - 07.01.2019 03:15","5836","5878"
"07.01.2019 03:15 - 07.01.2019 03:30","5808","5854"
"07.01.2019 03:30 - 07.01.2019 03:45","5796","5879"
"07.01.2019 03:45 - 07.01.2019 04:00","5808","5889"
"07.01.2019 04:00 - 07.01.2019 04:15","5856","5916"
"07.01.2019 04:15 - 07.01.2019 04:30","5900","5990"
"07.01.2019 04:30 - 07.01.2019 04:45","5968","6128"
"07.01.2019 04:45 - 07.01.2019 05:00","6076","6260"
"07.01.2019 05:00 - 07.01.2019 05:15","6292","6565"
"07.01.2019 05:15 - 07.01.2019 05:30","6448","6750"
"07.01.2019 05:30 - 07.01.2019 05:45","6632","6986"
"07.01.2019 05:45 - 07.01.2019 06:00","6832","7279"
"07.01.2019 06:00 - 07.01.2019 06:15","7072","7666"
"07.01.2019 06:15 - 07.01.2019 06:30","7316","8061"
"07.01.2019 06:30 - 07.01.2019 06:45","7532","8359"
"07.01.2019 06:45 - 07.01.2019 07:00","7744","8561"
"07.01.2019 07:00 - 07.01.2019 07:15","8056","9082"
"07.01.2019 07:15 - 07.01.2019 07:30","8220","9261"
"07.01.2019 07:30 - 07.01.2019 07:45","8348","9392"
"07.01.2019 07:45 - 07.01.2019 08:00","8448","9432"
"07.01.2019 08:00 - 07.01.2019 08:15","8556","9499"
"07.01.2019 08:15 - 07.01.2019 08:30","8608","9551"
"07.01.2019 08:30 - 07.01.2019 08:45","8680","9645"
"07.01.2019 08:45 - 07.01.2019 09:00","8736","9682"
"07.01.2019 09:00 - 07.01.2019 09:15","8764","9667"
"07.01.2019 09:15 - 07.01.2019 09:30","8800","9691"
"07.01.2019 09:30 - 07.01.2019 09:45","8828","9769"
"07.01.2019 09:45 - 07.01.2019 10:00","8848","9786"
"07.01.2019 10:00 - 07.01.2019 10:15","8868","9765"
"07.01.2019 10:15 - 07.01.2019 10:30","8888","9854"
"07.01.2019 10:30 - 07.01.2019 10:45","8904","9874"
"07.01.2019 10:45 - 07.01.2019 11:00","8928","9891"
"07.01.2019 11:00 - 07.01.2019 11:15","8912","9903"
"07.01.2019 11:15 - 07.01.2019 11:30","8940","9965"
"07.01.2019 11:30 - 07.01.2019 11:45","8924","9928"
"07.01.2019 11:45 - 07.01.2019 12:00","8876","9914"
"07.01.2019 12:00 - 07.01.2019 12:15","8864","9902"
"07.01.2019 12:15 - 07.01.2019 12:30","8780","9869"
"07.01.2019 12:30 - 07.01.2019 12:45","8716","9798"
"07.01.2019 12:45 - 07.01.2019 13:00","8680","9802"
"07.01.2019 13:00 - 07.01.2019 13:15","8692","9833"
"07.01.2019 13:15 - 07.01.2019 13:30","8680","9820"
"07.01.2019 13:30 - 07.01.2019 13:45","8640","9767"
"07.01.2019 13:45 - 07.01.2019 14:00","8596","9729"
"07.01.2019 14:00 - 07.01.2019 14:15","8584","9688"
"07.01.2019 14:15 - 07.01.2019 14:30","8572","9686"
"07.01.2019 14:30 - 07.01.2019 14:45","8560","9680"
"07.01.2019 14:45 - 07.01.2019 15:00","8548","9688"
"07.01.2019 15:00 - 07.01.2019 15:15","8572","9717"
"07.01.2019 15:15 - 07.01.2019 15:30","8580","9696"
"07.01.2019 15:30 - 07.01.2019 15:45","8600","9680"
"07.01.2019 15:45 - 07.01.2019 16:00","8636","9650"
"07.01.2019 16:00 - 07.01.2019 16:15","8724","9724"
"07.01.2019 16:15 - 07.01.2019 16:30","8812","9766"
"07.01.2019 16:30 - 07.01.2019 16:45","8940","9809"
"07.01.2019 16:45 - 07.01.2019 17:00","9072","9941"
"07.01.2019 17:00 - 07.01.2019 17:15","9172","9975"
"07.01.2019 17:15 - 07.01.2019 17:30","9232","9988"
"07.01.2019 17:30 - 07.01.2019 17:45","9260","10025"
"07.01.2019 17:45 - 07.01.2019 18:00","9256","10006"
"07.01.2019 18:00 - 07.01.2019 18:15","9212","9964"
"07.01.2019 18:15 - 07.01.2019 18:30","9152","9881"
"07.01.2019 18:30 - 07.01.2019 18:45","9080","9804"
"07.01.2019 18:45 - 07.01.2019 19:00","8992","9729"
"07.01.2019 19:00 - 07.01.2019 19:15","8800","9462"
"07.01.2019 19:15 - 07.01.2019 19:30","8672","9329"
"07.01.2019 19:30 - 07.01.2019 19:45","8552","9219"
"07.01.2019 19:45 - 07.01.2019 20:00","8420","9095"
"07.01.2019 20:00 - 07.01.2019 20:15","8268","8953"
"07.01.2019 20:15 - 07.01.2019 20:30","8116","8798"
"07.01.2019 20:30 - 07.01.2019 20:45","7984","8702"
"07.01.2019 20:45 - 07.01.2019 21:00","7848","8592"
"07.01.2019 21:00 - 07.01.2019 21:15","7704","8315"
"07.01.2019 21:15 - 07.01.2019 21:30","7568","8176"
"07.01.2019 21:30 - 07.01.2019 21:45","7432","8030"
"07.01.2019 21:45 - 07.01.2019 22:00","7340","7890"
"07.01.2019 22:00 - 07.01.2019 22:15","7528","8037"
"07.01.2019 22:15 - 07.01.2019 22:30","7476","7946"
"07.01.2019 22:30 - 07.01.2019 22:45","7320","7822"
"07.01.2019 22:45 - 07.01.2019 23:00","7180","7750"
"07.01.2019 23:00 - 07.01.2019 23:15","7096","7654"
"07.01.2019 23:15 - 07.01.2019 23:30","6948","7463"
"07.01.2019 23:30 - 07.01.2019 23:45","6816","7359"
"07.01.2019 23:45 - 08.01.2019 00:00","6720","7246"
"08.01.2019 00:00 - 08.01.2019 00:15","6460","7227"
"08.01.2019 00:15 - 08.01.2019 00:30","6348","7121"
"08.01.2019 00:30 - 08.01.2019 00:45","6248","7003"
"08.01.2019 00:45 - 08.01.2019 01:00","6164","6936"
"08.01.2019 01:00 - 08.01.2019 01:15","6144","6965"
"08.01.2019 01:15 - 08.01.2019 01:30","6064","6897"
"08.01.2019 01:30 - 08.01.2019 01:45","6000","6832"
"08.01.2019 01:45 - 08.01.2019 02:00","5936","6781"
"08.01.2019 02:00 - 08.01.2019 02:15","6004","6820"
"08.01.2019 02:15 - 08.01.2019 02:30","5964","6795"
"08.01.2019 02:30 - 08.01.2019 02:45","5904","6688"
"08.01.2019 02:45 - 08.01.2019 03:00","5848","6676"
"08.01.2019 03:00 - 08.01.2019 03:15","5836","6642"
"08.01.2019 03:15 - 08.01.2019 03:30","5808","6579"
"08.01.2019 03:30 - 08.01.2019 03:45","5796","6574"
"08.01.2019 03:45 - 08.01.2019 04:00","5808","6593"
"08.01.2019 04:00 - 08.01.2019 04:15","5856","6602"
"08.01.2019 04:15 - 08.01.2019 04:30","5900","6655"
"08.01.2019 04:30 - 08.01.2019 04:45","5968","6728"
"08.01.2019 04:45 - 08.01.2019 05:00","6076","6790"
"08.01.2019 05:00 - 08.01.2019 05:15","6292","7051"
"08.01.2019 05:15 - 08.01.2019 05:30","6448","7221"
"08.01.2019 05:30 - 08.01.2019 05:45","6632","7492"
"08.01.2019 05:45 - 08.01.2019 06:00","6832","7752"
"08.01.2019 06:00 - 08.01.2019 06:15","7072","8045"
"08.01.2019 06:15 - 08.01.2019 06:30","7316","8367"
"08.01.2019 06:30 - 08.01.2019 06:45","7532","8679"
"08.01.2019 06:45 - 08.01.2019 07:00","7744","8868"
"08.01.2019 07:00 - 08.01.2019 07:15","8056","9169"
"08.01.2019 07:15 - 08.01.2019 07:30","8220","9388"
"08.01.2019 07:30 - 08.01.2019 07:45","8348","9571"
"08.01.2019 07:45 - 08.01.2019 08:00","8448","9715"
"08.01.2019 08:00 - 08.01.2019 08:15","8556","9782"
"08.01.2019 08:15 - 08.01.2019 08:30","8608","9826"
"08.01.2019 08:30 - 08.01.2019 08:45","8680","9952"
"08.01.2019 08:45 - 08.01.2019 09:00","8736","9982"
"08.01.2019 09:00 - 08.01.2019 09:15","8764","9970"
"08.01.2019 09:15 - 08.01.2019 09:30","8800","10012"
"08.01.2019 09:30 - 08.01.2019 09:45","8828","10057"
"08.01.2019 09:45 - 08.01.2019 10:00","8848","10084"
"08.01.2019 10:00 - 08.01.2019 10:15","8868","10159"
"08.01.2019 10:15 - 08.01.2019 10:30","8888","10154"
"08.01.2019 10:30 - 08.01.2019 10:45","8904","10187"
"08.01.2019 10:45 - 08.01.2019 11:00","8928","10168"
"08.01.2019 11:00 - 08.01.2019 11:15","8912","10141"
"08.01.2019 11:15 - 08.01.2019 11:30","8940","10175"
"08.01.2019 11:30 - 08.01.2019 11:45","8924","10146"
"08.01.2019 11:45 - 08.01.2019 12:00","8876","10074"
"08.01.2019 12:00 - 08.01.2019 12:15","8864","10056"
"08.01.2019 12:15 - 08.01.2019 12:30","8780","9961"
"08.01.2019 12:30 - 08.01.2019 12:45","8716","9883"
"08.01.2019 12:45 - 08.01.2019 13:00","8680","9838"
"08.01.2019 13:00 - 08.01.2019 13:15","8692","9858"
"08.01.2019 13:15 - 08.01.2019 13:30","8680","9784"
"08.01.2019 13:30 - 08.01.2019 13:45","8640","9770"
"08.01.2019 13:45 - 08.01.2019 14:00","8596","9732"
"08.01.2019 14:00 - 08.01.2019 14:15","8584","9644"
"08.01.2019 14:15 - 08.01.2019 14:30","8572","9691"
"08.01.2019 14:30 - 08.01.2019 14:45","8560","9668"
"08.01.2019 14:45 - 08.01.2019 15:00","8548","9632"
"08.01.2019 15:00 - 08.01.2019 15:15","8572","9650"
"08.01.2019 15:15 - 08.01.2019 15:30","8580","9667"
"08.01.2019 15:30 - 08.01.2019 15:45","8600","9660"
"08.01.2019 15:45 - 08.01.2019 16:00","8636","9697"
"08.01.2019 16:00 - 08.01.2019 16:15","8724","9728"
"08.01.2019 16:15 - 08.01.2019 16:30","8812","9774"
"08.01.2019 16:30 - 08.01.2019 16:45","8940","9922"
"08.01.2019 16:45 - 08.01.2019 17:00","9072","10044"
"08.01.2019 17:00 - 08.01.2019 17:15","9172","10081"
"08.01.2019 17:15 - 08.01.2019 17:30","9232","10120"
"08.01.2019 17:30 - 08.01.2019 17:45","9260","10139"
"08.01.2019 17:45 - 08.01.2019 18:00","9256","10140"
"08.01.2019 18:00 - 08.01.2019 18:15","9212","10044"
"08.01.2019 18:15 - 08.01.2019 18:30","9152","9928"
"08.01.2019 18:30 - 08.01.2019 18:45","9080","9904"
"08.01.2019 18:45 - 08.01.2019 19:00","8992","9852"
"08.01.2019 19:00 - 08.01.2019 19:15","8800","9644"
"08.01.2019 19:15 - 08.01.2019 19:30","8672","9472"
"08.01.2019 19:30 - 08.01.2019 19:45","8552","9380"
"08.01.2019 19:45 - 08.01.2019 20:00","8420","9244"
"08.01.2019 20:00 - 08.01.2019 20:15","8268","9106"
"08.01.2019 20:15 - 08.01.2019 20:30","8116","8898"
"08.01.2019 20:30 - 08.01.2019 20:45","7984","8765"
"08.01.2019 20:45 - 08.01.2019 21:00","7848","8670"
"08.01.2019 21:00 - 08.01.2019 21:15","7704","8454"
"08.01.2019 21:15 - 08.01.2019 21:30","7568","8317"
"08.01.2019 21:30 - 08.01.2019 21:45","7432","8124"
"08.01.2019 21:45 - 08.01.2019 22:00","7340","8060"
"08.01.2019 22:00 - 08.01.2019 22:15","7528","8208"
"08.01.2019 22:15 - 08.01.2019 22:30","7476","8113"
"08.01.2019 22:30 - 08.01.2019 22:45","7320","7968"
"08.01.2019 22:45 - 08.01.2019 23:00","7180","7878"
"08.01.2019 23:00 - 08.01.2019 23:15","7096","7745"
"08.01.2019 23:15 - 08.01.2019 23:30","6948","7549"
"08.01.2019 23:30 - 08.01.2019 23:45","6816","7441"
"08.01.2019 23:45 - 09.01.2019 00:00","6720","7390"
"09.01.2019 00:00 - 09.01.2019 00:15","6460","7302"
"09.01.2019 00:15 - 09.01.2019 00:30","6348","7177"
"09.01.2019 00:30 - 09.01.2019 00:45","6248","7040"
"09.01.2019 00:45 - 09.01.2019 01:00","6164","7028"
"09.01.2019 01:00 - 09.01.2019 01:15","6144","6958"
"09.01.2019 01:15 - 09.01.2019 01:30","6064","6901"
"09.01.2019 01:30 - 09.01.2019 01:45","6000","6856"
"09.01.2019 01:45 - 09.01.2019 02:00","5936","6775"
"09.01.2019 02:00 - 09.01.2019 02:15","6004","6796"
"09.01.2019 02:15 - 09.01.2019 02:30","5964","6772"
"09.01.2019 02:30 - 09.01.2019 02:45","5904","6736"
"09.01.2019 02:45 - 09.01.2019 03:00","5848","6695"
"09.01.2019 03:00 - 09.01.2019 03:15","5836","6692"
"09.01.2019 03:15 - 09.01.2019 03:30","5808","6691"
"09.01.2019 03:30 - 09.01.2019 03:45","5796","6672"
"09.01.2019 03:45 - 09.01.2019 04:00","5808","6665"
"09.01.2019 04:00 - 09.01.2019 04:15","5856","6703"
"09.01.2019 04:15 - 09.01.2019 04:30","5900","6736"
"09.01.2019 04:30 - 09.01.2019 04:45","5968","6830"
"09.01.2019 04:45 - 09.01.2019 05:00","6076","6919"
"09.01.2019 05:00 - 09.01.2019 05:15","6292","7071"
"09.01.2019 05:15 - 09.01.2019 05:30","6448","7300"
"09.01.2019 05:30 - 09.01.2019 05:45","6632","7528"
"09.01.2019 05:45 - 09.01.2019 06:00","6832","7743"
"09.01.2019 06:00 - 09.01.2019 06:15","7072","8023"
"09.01.2019 06:15 - 09.01.2019 06:30","7316","8419"
"09.01.2019 06:30 - 09.01.2019 06:45","7532","8685"
"09.01.2019 06:45 - 09.01.2019 07:00","7744","8893"
"09.01.2019 07:00 - 09.01.2019 07:15","8056","9336"
"09.01.2019 07:15 - 09.01.2019 07:30","8220","9544"
"09.01.2019 07:30 - 09.01.2019 07:45","8348","9649"
"09.01.2019 07:45 - 09.01.2019 08:00","8448","9700"
"09.01.2019 08:00 - 09.01.2019 08:15","8556","9764"
"09.01.2019 08:15 - 09.01.2019 08:30","8608","9871"
"09.01.2019 08:30 - 09.01.2019 08:45","8680","9896"
"09.01.2019 08:45 - 09.01.2019 09:00","8736","9903"
"09.01.2019 09:00 - 09.01.2019 09:15","8764","9880"
"09.01.2019 09:15 - 09.01.2019 09:30","8800","9924"
"09.01.2019 09:30 - 09.01.2019 09:45","8828","9951"
"09.01.2019 09:45 - 09.01.2019 10:00","8848","9990"
"09.01.2019 10:00 - 09.01.2019 10:15","8868","9939"
"09.01.2019 10:15 - 09.01.2019 10:30","8888","9976"
"09.01.2019 10:30 - 09.01.2019 10:45","8904","9997"
"09.01.2019 10:45 - 09.01.2019 11:00","8928","10053"
"09.01.2019 11:00 - 09.01.2019 11:15","8912","10021"
"09.01.2019 11:15 - 09.01.2019 11:30","8940","10064"
"09.01.2019 11:30 - 09.01.2019 11:45","8924","10070"
"09.01.2019 11:45 - 09.01.2019 12:00","8876","10014"
"09.01.2019 12:00 - 09.01.2019 12:15","8864","9988"
"09.01.2019 12:15 - 09.01.2019 12:30","8780","9948"
"09.01.2019 12:30 - 09.01.2019 12:45","8716","9931"
"09.01.2019 12:45 - 09.01.2019 13:00","8680","9860"
"09.01.2019 13:00 - 09.01.2019 13:15","8692","9894"
"09.01.2019 13:15 - 09.01.2019 13:30","8680","9899"
"09.01.2019 13:30 - 09.01.2019 13:45","8640","9877"
"09.01.2019 13:45 - 09.01.2019 14:00","8596","9829"
"09.01.2019 14:00 - 09.01.2019 14:15","8584","9814"
"09.01.2019 14:15 - 09.01.2019 14:30","8572","9832"
"09.01.2019 14:30 - 09.01.2019 14:45","8560","9854"
"09.01.2019 14:45 - 09.01.2019 15:00","8548","9821"
"09.01.2019 15:00 - 09.01.2019 15:15","8572","9879"
"09.01.2019 15:15 - 09.01.2019 15:30","8580","9911"
"09.01.2019 15:30 - 09.01.2019 15:45","8600","9916"
"09.01.2019 15:45 - 09.01.2019 16:00","8636","9905"
"09.01.2019 16:00 - 09.01.2019 16:15","8724","9940"
"09.01.2019 16:15 - 09.01.2019 16:30","8812","9971"
"09.01.2019 16:30 - 09.01.2019 16:45","8940","10119"
"09.01.2019 16:45 - 09.01.2019 17:00","9072","10202"
"09.01.2019 17:00 - 09.01.2019 17:15","9172","10192"
"09.01.2019 17:15 - 09.01.2019 17:30","9232","10251"
"09.01.2019 17:30 - 09.01.2019 17:45","9260","10263"
"09.01.2019 17:45 - 09.01.2019 18:00","9256","10237"
"09.01.2019 18:00 - 09.01.2019 18:15","9212","10166"
"09.01.2019 18:15 - 09.01.2019 18:30","9152","10084"
"09.01.2019 18:30 - 09.01.2019 18:45","9080","10014"
"09.01.2019 18:45 - 09.01.2019 19:00","8992","9935"
"09.01.2019 19:00 - 09.01.2019 19:15","8800","9684"
"09.01.2019 19:15 - 09.01.2019 19:30","8672","9516"
"09.01.2019 19:30 - 09.01.2019 19:45","8552","9378"
"09.01.2019 19:45 - 09.01.2019 20:00","8420","9238"
"09.01.2019 20:00 - 09.01.2019 20:15","8268","9074"
"09.01.2019 20:15 - 09.01.2019 20:30","8116","8896"
"09.01.2019 20:30 - 09.01.2019 20:45","7984","8780"
"09.01.2019 20:45 - 09.01.2019 21:00","7848","8673"
"09.01.2019 21:00 - 09.01.2019 21:15","7704","8459"
"09.01.2019 21:15 - 09.01.2019 21:30","7568","8334"
"09.01.2019 21:30 - 09.01.2019 21:45","7432","8156"
"09.01.2019 21:45 - 09.01.2019 22:00","7340","8074"
"09.01.2019 22:00 - 09.01.2019 22:15","7528","8201"
"09.01.2019 22:15 - 09.01.2019 22:30","7476","8117"
"09.01.2019 22:30 - 09.01.2019 22:45","7320","7904"
"09.01.2019 22:45 - 09.01.2019 23:00","7180","7757"
"09.01.2019 23:00 - 09.01.2019 23:15","7096","7698"
"09.01.2019 23:15 - 09.01.2019 23:30","6948","7543"
"09.01.2019 23:30 - 09.01.2019 23:45","6816","7430"
